R_sum,S_sum,TSE_value,R_std,S_std,Run
0.0,0.0,4.669597665602825,1.123749482287801,1.5494278829033217,8
0.046164667461046305,0.1544588127755193,4.9225062081309705,1.1533461030489764,1.576811165369138,8
0.09529796791738675,0.21669383759973723,4.957119393192019,1.1865883497555314,1.5872787266246011,8
0.16330719201140645,0.33493347973223664,5.171928248926199,1.227832630544846,1.6089720858589232,8
0.21725627537754544,0.514435521524677,5.586157292684206,1.2695316570939834,1.6407461580780685,8
0.26093878584295865,0.5167216974128972,5.71963094485124,1.2942211542107154,1.642157734496757,8
0.2822646371048922,0.4727107274959041,5.7046785494819865,1.3121538338323258,1.636339409174837,8
0.30988546313380766,0.47418784373991274,5.877011179826693,1.3267287685363234,1.6380867065662281,8
0.3362084544220274,0.4351087465151343,5.746096969762055,1.342517501529599,1.6328083293797262,8
0.3662145309627349,0.4290862166939269,5.850257290568614,1.361112079392872,1.6321341121080204,8
0.4203964611604109,0.46711594111024396,5.84830185076421,1.399677932190666,1.6386584483446398,8
0.4578785673978946,0.4534469744247782,5.569780760243435,1.424258908447377,1.6374552020820863,8
0.4750565986593826,0.40578459829848995,5.622732099744329,1.4302582256800307,1.6307637968301223,8
0.4969055192201147,0.4192944143413434,5.580357513932179,1.4390588650988099,1.6340982577079115,8
0.5265712417659819,0.44032327640102087,5.514850694593186,1.453172593452929,1.6386502563245005,8
0.5501703815100134,0.4887254100162024,5.530528338812246,1.464047964313811,1.6472717898526796,8
0.5581167939431526,0.48818384851986285,5.60182929516143,1.4671230565553415,1.648340581429756,8
0.5777458874871496,0.5164313147615536,5.647186824558147,1.4771302930706363,1.6534253123141942,8
0.6049237088237381,0.5700972037902573,5.805197701350301,1.4936552313884912,1.662519458645281,8
0.6371852561517134,0.6196019762158508,5.943542982671861,1.5105400382388772,1.670734006615907,8
0.6609301299365993,0.6546613730367677,6.096644739078279,1.5272244661157235,1.6766314118281027,8
0.704871975304427,0.7251603783985274,6.126767957600231,1.5526965131294848,1.6878345688768488,8
0.7355585610239957,0.772862421232007,6.18301655353876,1.5723314987590544,1.695462851845994,8
0.7472468311086462,0.7989094456994239,6.336514495490971,1.5875781312299688,1.6998117538683493,8
0.7660694427994879,0.827717082460958,6.345041371349788,1.601262132005901,1.7044233654162804,8
0.7928149396799186,0.860171239781739,6.341124254464576,1.615336434473186,1.7094944941664878,8
0.8247198189666749,0.8981119358607429,6.311171458210744,1.6327358961074276,1.7154850972924696,8
0.850312338047707,0.9181329599627673,6.2727028081871365,1.6443714383836896,1.7187176284467862,8
0.8724705064963011,0.935950700533552,6.202260168390842,1.655511433465752,1.721532777292478,8
0.8972403614200357,0.9563494858668273,6.142644489576223,1.6683715531037755,1.7248245553092878,8
0.913876575868867,0.963462120749088,6.137306387275011,1.6770193639472013,1.7258796494746493,8
0.9281028941379452,0.9717735121955153,6.086064365852835,1.684948581996772,1.72719630086925,8
0.9428647246916553,0.9817802982830955,6.054772604263481,1.69299485894507,1.728925762051911,8
0.9586811427442481,0.9828987748178276,5.996980109629752,1.7024236947520897,1.7289569183788593,8
0.9671923289404267,0.990552513072122,6.01029250101028,1.7074539985867265,1.7303177742223574,8
0.9721552695548482,0.9870571331156874,5.970474352643611,1.7103693514496183,1.7296166602474201,8
0.9807740076822516,0.9890931430401305,5.950198344583651,1.7155060961723796,1.7299400693116067,8
0.9861317686022119,0.9904482521465305,5.930892684519226,1.718869969930192,1.7301554700068102,8
0.9874844915100809,0.9904426351025786,5.926209579928372,1.7198145328309309,1.7301545771290108,8
0.9938900266872288,0.9931340682125559,5.903252123462178,1.7239002033588724,1.7306543913474448,8
0.9963263684907778,0.9913759254172861,5.894959784459569,1.7256104488090886,1.7302314008256752,8
0.9976905532909858,0.9912841799430021,5.890273557032687,1.726463207516785,1.7302883320325793,8
0.9959718952749758,0.9912841799430021,5.874474275993479,1.7255432363326397,1.7302883320325795,8
0.9973253384625843,0.9912841799430021,5.869788048566599,1.726467322901494,1.7302883320325795,8
0.9989365803525939,0.9931190894286862,5.8640306834421425,1.7275862723767406,1.730652010492676,8
0.9989365803525939,0.9931190894286862,5.864030683442139,1.7275862723767406,1.730652010492676,8
0.9989365803525939,0.9931190894286862,5.864030683442143,1.7275862723767406,1.7306520104926757,8
1.0,1.0,5.870457509627582,1.7282994387130068,1.731889794913564,8
0.9989365803525933,0.9931190894286862,5.864030683442143,1.7275886978808177,1.730652010492676,8
0.9993877280817963,0.9962384355543491,5.8620223002591905,1.7279143869457432,1.7312200032291427,8
0.9993877280817963,0.9962384355543491,5.873269246083715,1.7279143869457432,1.7312200032291432,8
0.9993877280817963,0.9962384355543491,5.862022300259194,1.727910143111433,1.7312200032291432,8
0.9986787816501922,0.9912841799430021,5.865101821139716,1.7273986978138405,1.7302883320325795,8
0.9986787816501922,0.9912841799430021,5.865101821139717,1.7273986978138405,1.7302883320325795,8
0.9986787816501922,0.9912841799430008,5.8651018211397155,1.7273986978138411,1.7302883320325793,8
0.9989365803525939,0.9931190894286862,5.8640306834421425,1.7275862723767406,1.730652010492676,8
0.9986787816501922,0.9912841799430021,5.865101821139715,1.7273986978138407,1.7302883320325795,8
0.9993877280817963,0.9962384355543491,5.862022300259194,1.7279143869457432,1.7312200032291427,8
0.9989365803525933,0.9931190894286862,5.875277629266662,1.7275886978808177,1.730652010492676,8
0.9986787816501922,0.9912841799430021,5.865101821139716,1.7273986978138405,1.7302883320325795,8
0.9989365803525939,0.9931190894286862,5.86403068344214,1.7275862723767408,1.730652010492676,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
1.0,1.0,5.881704455452101,1.7282994387130066,1.731889794913564,8
0.9986787816501922,0.9912841799430021,5.865101821139715,1.7273986978138407,1.7302883320325795,8
0.9989365803525933,0.9931190894286862,5.864030683442143,1.7275886978808177,1.730652010492676,8
0.9986787816501922,0.9912841799430021,5.865101821139715,1.7273986978138407,1.7302883320325795,8
0.9989365803525939,0.9931190894286849,5.8640306834421425,1.7275866766276569,1.7306520104926757,8
0.9989365803525939,0.9931190894286862,5.864030683442143,1.7275862723767408,1.730652010492676,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9986787816501922,0.9912841799430021,5.865101821139714,1.7273986978138407,1.7302883320325795,8
0.9986787816501922,0.9912841799430008,5.8651018211397155,1.7273986978138411,1.7302883320325793,8
0.9989365803525939,0.9931190894286862,5.864030683442139,1.7275862723767406,1.730652010492676,8
0.9993877280817963,0.9962384355543478,5.873269246083715,1.7279081222342887,1.7312200032291425,8
0.9989365803525933,0.9931190894286862,5.86403068344214,1.7275886978808177,1.730652010492676,8
0.9986787816501922,0.9912841799430021,5.865101821139716,1.7273986978138407,1.7302883320325795,8
0.9986787816501922,0.9912841799430021,5.865101821139715,1.7273986978138407,1.7302883320325795,8
0.9989365803525939,0.9931190894286849,5.8640306834421425,1.7275866766276569,1.7306520104926757,8
0.9989365803525933,0.9931190894286862,5.8640306834421425,1.7275886978808177,1.730652010492676,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9993877280817963,0.9962384355543491,5.862022300259192,1.727910143111433,1.7312200032291427,8
0.9986787816501922,0.9912841799430021,5.865101821139714,1.7273986978138407,1.7302883320325795,8
1.0,1.0,5.859210563803062,1.7283032775081968,1.7318897949135643,8
0.9989365803525933,0.9931190894286862,5.864030683442143,1.7275886978808177,1.730652010492676,8
0.9986787816501922,0.9912841799430021,5.865101821139715,1.7273986978138407,1.7302883320325795,8
1.0,1.0,5.881704455452101,1.7283032775081968,1.731889794913564,8
0.9986680400375921,0.9913759254172861,5.865101821139715,1.7274555436323904,1.7302314008256752,8
0.9993877280817963,0.9962384355543491,5.862022300259192,1.727910143111433,1.7312200032291427,8
0.9986787816501922,0.9912841799430021,5.865101821139716,1.7273986978138407,1.7302883320325795,8
0.9986787816501922,0.9912841799430021,5.865101821139717,1.7273986978138405,1.7302883320325795,8
1.0,1.0,5.870457509627583,1.7283091367054693,1.7318897949135643,8
0.9993877280817963,0.9962384355543478,5.862022300259192,1.727910143111433,1.7312200032291432,8
