x1 x2 x3 x4
2.310950854159658174e+00 1.630396745278653858e+00 1.398454963446314148e+00 1.362489172403892113e+00
2.318718077521930709e+00 1.642531387091914929e+00 1.407439906270213426e+00 1.366602364404459369e+00
2.326487322263326885e+00 1.654651837540455528e+00 1.416422299595912371e+00 1.370730275888823346e+00
2.334258604201952636e+00 1.666758156283500103e+00 1.425402149652711170e+00 1.374872825150354139e+00
2.342031938832563220e+00 1.678850403258554058e+00 1.434379462753169854e+00 1.379029930444230834e+00
2.349807341330487631e+00 1.690928638668109496e+00 1.443354245290997317e+00 1.383201509998923440e+00
2.357584826555538360e+00 1.702992922966599876e+00 1.452326503738973429e+00 1.387387482027406360e+00
2.365364409055903838e+00 1.715043316847600918e+00 1.461296244646903331e+00 1.391587764738109856e+00
2.373146103072027113e+00 1.727079881231275982e+00 1.470263474639604606e+00 1.395802276345610382e+00
2.380929922540463206e+00 1.739102677252064577e+00 1.479228200414925309e+00 1.400030935081065131e+00
2.388715881097721816e+00 1.751111766246609136e+00 1.488190428741795301e+00 1.404273659202391888e+00
2.396503992084089152e+00 1.763107209741921144e+00 1.497150166458308007e+00 1.408530367004199979e+00
2.404294268547429780e+00 1.775089069443780865e+00 1.506107420469833036e+00 1.412800976827474297e+00
2.412086723246970266e+00 1.787057407225370875e+00 1.515062197747161221e+00 1.417085407069015313e+00
2.419881368657060161e+00 1.799012285116138754e+00 1.524014505324678748e+00 1.421383576190639930e+00
2.427678216970911684e+00 1.810953765290888695e+00 1.532964350298571699e+00 1.425695402728145655e+00
2.435477280104318076e+00 1.822881910059096722e+00 1.541911739825061467e+00 1.430020805300041387e+00
2.443278569699349312e+00 1.834796781854450387e+00 1.550856681118669256e+00 1.434359702616049059e+00
2.451082097128023829e+00 1.846698443224606079e+00 1.559799181450509664e+00 1.438712013485378360e+00
2.458887873495958054e+00 1.858586956821166369e+00 1.568739248146614029e+00 1.443077656824779620e+00
2.466695909645991058e+00 1.870462385389869420e+00 1.577676888586281523e+00 1.447456551666376212e+00
2.474506216161784788e+00 1.882324791760992433e+00 1.586612110200459780e+00 1.451848617165281574e+00
2.482318803371398985e+00 1.894174238839963609e+00 1.595544920470152617e+00 1.456253772607003283e+00
2.490133681350843009e+00 1.906010789598180599e+00 1.604475326924856393e+00 1.460671937414638633e+00
2.497950859927598355e+00 1.917834507064033689e+00 1.613403337141023242e+00 1.465103031155863267e+00
2.505770348684118964e+00 1.929645454314129704e+00 1.622328958740551386e+00 1.469546973549718194e+00
2.513592156961303115e+00 1.941443694464714653e+00 1.631252199389302993e+00 1.474003684473197184e+00
2.521416293861939106e+00 1.953229290663292428e+00 1.640173066795647561e+00 1.478473083967638990e+00
2.529242768254123863e+00 1.965002306080436023e+00 1.649091568709032396e+00 1.482955092244925943e+00
2.537071588774654884e+00 1.976762803901790155e+00 1.658007712918577958e+00 1.487449629693494924e+00
2.544902763832395109e+00 1.988510847320261288e+00 1.666921507251700296e+00 1.491956616884161146e+00
2.552736301611609360e+00 2.000246499528392174e+00 1.675832959572756575e+00 1.496475974575759871e+00
2.560572210075273247e+00 2.011969823710918703e+00 1.684742077781717473e+00 1.501007623720608697e+00
2.568410496968354106e+00 2.023680883037507705e+00 1.693648869812862889e+00 1.505551485469793116e+00
2.576251169821064391e+00 2.035379740655670400e+00 1.702553343633502969e+00 1.510107481178279976e+00
2.584094235952085761e+00 2.047066459683849704e+00 1.711455507242721774e+00 1.514675532409860415e+00
2.591939702471765639e+00 2.058741103204680734e+00 1.720355368670145824e+00 1.519255560941925598e+00
2.599787576285284008e+00 2.070403734258418726e+00 1.729252935974735284e+00 1.523847488770080139e+00
2.607637864095792679e+00 2.082054415836533501e+00 1.738148217243598248e+00 1.528451238112593868e+00
2.615490572407525693e+00 2.093693210875468225e+00 1.747041220590828114e+00 1.533066731414696182e+00
2.623345707528880411e+00 2.105320182250558503e+00 1.755931954156362718e+00 1.537693891352716502e+00
2.631203275575469291e+00 2.116935392770110891e+00 1.764820426104865891e+00 1.542332640838072200e+00
2.639063282473144145e+00 2.128538905169634621e+00 1.773706644624631013e+00 1.546982903021108635e+00
2.646925733960989291e+00 2.140130782106230090e+00 1.782590617926505638e+00 1.551644601294793535e+00
2.654790635594288073e+00 2.151711086153124786e+00 1.791472354242837461e+00 1.556317659298268152e+00
2.662657992747458735e+00 2.163279879794359761e+00 1.800351861826441358e+00 1.561002000920258759e+00
2.670527810616961428e+00 2.174837225419619990e+00 1.809229148949586197e+00 1.565697550302350693e+00
2.678400094224176797e+00 2.186383185319209499e+00 1.818104223903003636e+00 1.570404231842128517e+00
2.686274848418254368e+00 2.197917821679165051e+00 1.826977094994914452e+00 1.575121970196184495e+00
2.694152077878933849e+00 2.209441196576510169e+00 1.835847770550076863e+00 1.579850690282997405e+00
2.702031787119335782e+00 2.220953371974642820e+00 1.844716258908853046e+00 1.584590317285686556e+00
2.709913980488723340e+00 2.232454409718859001e+00 1.853582568426294985e+00 1.589340776654640575e+00
2.717798662175237023e+00 2.243944371532005100e+00 1.862446707471248963e+00 1.594101994110026732e+00
2.725685836208598722e+00 2.255423319010258609e+00 1.871308684425479152e+00 1.598873895644181031e+00
2.733575506462787352e+00 2.266891313619038506e+00 1.880168507682808965e+00 1.603656407523882610e+00
2.741467676658686958e+00 2.278348416689034650e+00 1.889026185648280842e+00 1.608449456292514901e+00
2.749362350366705066e+00 2.289794689412363304e+00 1.897881726737333130e+00 1.613252968772115770e+00
2.757259531009363496e+00 2.301230192838839006e+00 1.906735139374995169e+00 1.618066872065319295e+00
2.765159221863860761e+00 2.312654987872365897e+00 1.915586431995098815e+00 1.622891093557191855e+00
2.773061426064604706e+00 2.324069135267441411e+00 1.924435613039507498e+00 1.627725560916963854e+00
2.780966146605719835e+00 2.335472695625775863e+00 1.933282690957361494e+00 1.632570202099660195e+00
2.788873386343523997e+00 2.346865729393020406e+00 1.942127674204340293e+00 1.637424945347632610e+00
2.796783147998979757e+00 2.358248296855603776e+00 1.950970571241939844e+00 1.642289719191993846e+00
2.804695434160115575e+00 2.369620458137676522e+00 1.959811390536767117e+00 1.647164452453957928e+00
2.812610247284420772e+00 2.380982273198158694e+00 1.968650140559849104e+00 1.652049074246088489e+00
2.820527589701213866e+00 2.392333801827889239e+00 1.977486829785958022e+00 1.656943513973455850e+00
2.828447463613981583e+00 2.403675103646877975e+00 1.986321466692951176e+00 1.661847701334706384e+00
2.836369871102693008e+00 2.415006238101652158e+00 1.995154059761126142e+00 1.666761566323045729e+00
2.844294814126084425e+00 2.426327264462703415e+00 2.003984617472589935e+00 1.671685039227138736e+00
2.852222294523920620e+00 2.437638241822025709e+00 2.012813148310643729e+00 1.676618050631926371e+00
2.860152314019225983e+00 2.448939229090747904e+00 2.021639660759180224e+00 1.681560531419362459e+00
2.868084874220491631e+00 2.460230284996855143e+00 2.030464163302095670e+00 1.686512412769073599e+00
2.876019976623856333e+00 2.471511468083000818e+00 2.039286664422717443e+00 1.691473626158941812e+00
2.883957622615259009e+00 2.482782836704403362e+00 2.048107172603240933e+00 1.696444103365613243e+00
2.891897813472568579e+00 2.494044449026829202e+00 2.056925696324184205e+00 1.701423776464934479e+00
2.899840550367686287e+00 2.505296363024660078e+00 2.065742244063852429e+00 1.706412577832317812e+00
2.907785834368622702e+00 2.516538636479038971e+00 2.074556824297816959e+00 1.711410440143038336e+00
2.915733666441549410e+00 2.527771326976098187e+00 2.083369445498406414e+00 1.716417296372463097e+00
2.923684047452826285e+00 2.538994491905264717e+00 2.092180116134210621e+00 1.721433079796215626e+00
2.931636978171002994e+00 2.550208188457642411e+00 2.100988844669595235e+00 1.726457723990276305e+00
2.939592459268796976e+00 2.561412473624468333e+00 2.109795639564230996e+00 1.731491162831020558e+00
2.947550491325045208e+00 2.572607404195642378e+00 2.118600509272632326e+00 1.736533330495196870e+00
2.955511074826634221e+00 2.583793036758328387e+00 2.127403462243708798e+00 1.741584161459845514e+00
2.963474210170402579e+00 2.594969427695625441e+00 2.136204506920327262e+00 1.746643590502161114e+00
2.971439897665023810e+00 2.606136633185308416e+00 2.145003651738886852e+00 1.751711552699297680e+00
2.979408137532861378e+00 2.617294709198632940e+00 2.153800905128901544e+00 1.756787983428121036e+00
2.987378929911802761e+00 2.628443711499208302e+00 2.162596275512598698e+00 1.761872818364907056e+00
2.995352274857070896e+00 2.639583695641932959e+00 2.171389771304522487e+00 1.766965993484990172e+00
3.003328172343010749e+00 2.650714716971993568e+00 2.180181400911152423e+00 1.772067445062359914e+00
3.011306622264852795e+00 2.661836830623923511e+00 2.188971172730529879e+00 1.777177109669210608e+00
3.019287624440456508e+00 2.672950091520722271e+00 2.197759095151894382e+00 1.782294924175443551e+00
3.027271178612029878e+00 2.684054554373032975e+00 2.206545176555331889e+00 1.787420825748122333e+00
3.035257284447825832e+00 2.695150273678376340e+00 2.215329425311430178e+00 1.792554751850884642e+00
3.043245941543819111e+00 2.706237303720441023e+00 2.224111849780946670e+00 1.797696640243310551e+00
3.051237149425358730e+00 2.717315698568427251e+00 2.232892458314482464e+00 1.802846428980248827e+00
3.059230907548800893e+00 2.728385512076445085e+00 2.241671259252168813e+00 1.808004056411101956e+00
3.067227215303121479e+00 2.739446797882962858e+00 2.250448260923360255e+00 1.813169461179072073e+00
3.075226072011503664e+00 2.750499609410306689e+00 2.259223471646337966e+00 1.818342582220368708e+00
3.083227476932908662e+00 2.761543999864208843e+00 2.267996899728020654e+00 1.823523358763378566e+00
3.091231429263624264e+00 2.772580022233406272e+00 2.276768553463686562e+00 1.828711730327799323e+00
3.099237928138792952e+00 2.783607729289283572e+00 2.285538441136700794e+00 1.833907636723739243e+00
3.107246972633919579e+00 2.794627173585563007e+00 2.294306571018252416e+00 1.839111018050781476e+00
3.115258561766359513e+00 2.805638407458038941e+00 2.303072951367100885e+00 1.844321814697016837e+00
3.123272694496787683e+00 2.816641483024356241e+00 2.311837590429328682e+00 1.849539967338043711e+00
3.131289369730646310e+00 2.827636452183831306e+00 2.320600496438101512e+00 1.854765416935937328e+00
3.139308586319575323e+00 2.838623366617312627e+00 2.329361677613438708e+00 1.859998104738189495e+00
3.147330343062822777e+00 2.849602277787085303e+00 2.338121142161988519e+00 1.865237972276619249e+00
3.155354638708635751e+00 2.860573236936811536e+00 2.346878898276812730e+00 1.870484961366255749e+00
3.163381471955633462e+00 2.871536295091511537e+00 2.355634954137177495e+00 1.875739014104193414e+00
3.171410841454161744e+00 2.882491503057580395e+00 2.364389317908351718e+00 1.881000072868421968e+00
3.179442745807629755e+00 2.893438911422842708e+00 2.373141997741412990e+00 1.886268080316630735e+00
3.187477183573827144e+00 2.904378570556641836e+00 2.381893001773058849e+00 1.891542979384988277e+00
3.195514153266225676e+00 2.915310530609964701e+00 2.390642338125426924e+00 1.896824713286898945e+00
3.203553653355260433e+00 2.926234841515598095e+00 2.399390014905920854e+00 1.902113225511736783e+00
3.211595682269596796e+00 2.937151552988320091e+00 2.408136040207041972e+00 1.907408459823557001e+00
3.219640238397377452e+00 2.948060714525122084e+00 2.416880422106228998e+00 1.912710360259787024e+00
3.227687320087453848e+00 2.958962375405462364e+00 2.425623168665702600e+00 1.918018871129896663e+00
3.235736925650601226e+00 2.969856584691549006e+00 2.434364287932316628e+00 1.923333937014048978e+00
3.243789053360715435e+00 2.980743391228652950e+00 2.443103787937416005e+00 1.928655502761731810e+00
3.251843701455994662e+00 2.991622843645449503e+00 2.451841676696699945e+00 1.933983513490372008e+00
3.259900868140106045e+00 3.002494990354386939e+00 2.460577962210091840e+00 1.939317914583931657e+00
3.267960551583333206e+00 3.013359879552083065e+00 2.469312652461613133e+00 1.944658651691487217e+00
3.276022749923710453e+00 3.024217559219747109e+00 2.478045755419265639e+00 1.950005670725793339e+00
3.284087461268141439e+00 3.035068077123628250e+00 2.486777279034916077e+00 1.955358917861830692e+00
3.292154683693501394e+00 3.045911480815487238e+00 2.495507231244189050e+00 1.960718339535338917e+00
3.300224415247723808e+00 3.056747817633092446e+00 2.504235619966364013e+00 1.966083882441336250e+00
3.308296653950874244e+00 3.067577134700741670e+00 2.512962453104276683e+00 1.971455493532624059e+00
3.316371397796207265e+00 3.078399478929802591e+00 2.521687738544227564e+00 1.976833120018279377e+00
3.324448644751209159e+00 3.089214897019278094e+00 2.530411484155894453e+00 1.982216709362135010e+00
3.332528392758627778e+00 3.100023435456392029e+00 2.539133697792248956e+00 1.987606209281247649e+00
3.340610639737485954e+00 3.110825140517196274e+00 2.547854387289480105e+00 1.993001567744353775e+00
3.348695383584082919e+00 3.121620058267196463e+00 2.556573560466920636e+00 1.998402732970316231e+00
3.356782622172979735e+00 3.132408234561997684e+00 2.565291225126979491e+00 2.003809653426559478e+00
3.364872353357972745e+00 3.143189715047971067e+00 2.574007389055077422e+00 2.009222277827495073e+00
3.372964574973053686e+00 3.153964545162934563e+00 2.582722060019588817e+00 2.014640555132939159e+00
3.381059284833355161e+00 3.164732770136855944e+00 2.591435245771787521e+00 2.020064434546517962e+00
3.389156480736083221e+00 3.175494434992569115e+00 2.600146954045794878e+00 2.025493865514069292e+00
3.397256160461438412e+00 3.186249584546509084e+00 2.608857192558535765e+00 2.030928797722032719e+00
3.405358321773523045e+00 3.196998263409463803e+00 2.617565969009695959e+00 2.036369181095833536e+00
3.413462962421234703e+00 3.207740515987338004e+00 2.626273291081684391e+00 2.041814965798259163e+00
3.421570080139150427e+00 3.218476386481935680e+00 2.634979166439599840e+00 2.047266102227830231e+00
3.429679672648395350e+00 3.229205918891755456e+00 2.643683602731201177e+00 2.052722541017164115e+00
3.437791737657501123e+00 3.239929157012800154e+00 2.652386607586882050e+00 2.058184233031332244e+00
3.445906272863252351e+00 3.250646144439400143e+00 2.661088188619648687e+00 2.063651129366214310e+00
3.454023275951520144e+00 3.261356924565048221e+00 2.669788353425102123e+00 2.069123181346844920e+00
3.462142744598086352e+00 3.272061540583250050e+00 2.678487109581423109e+00 2.074600340525756259e+00
3.470264676469452692e+00 3.282760035488383910e+00 2.687184464649361892e+00 2.080082558681317195e+00
3.478389069223643215e+00 3.293452452076574222e+00 2.695880426172230671e+00 2.085569787816067500e+00
3.486515920510991684e+00 3.304138832946574844e+00 2.704575001675900037e+00 2.091061980155048960e+00
3.494645227974920498e+00 3.314819220500664354e+00 2.713268198668798536e+00 2.096559088144132055e+00
3.502776989252708084e+00 3.325493656945550214e+00 2.721960024641915332e+00 2.102061064448341732e+00
3.510911201976245177e+00 3.336162184293285815e+00 2.730650487068807308e+00 2.107567861950177424e+00
3.519047863772780893e+00 3.346824844362193740e+00 2.739339593405607509e+00 2.113079433747933944e+00
3.527186972265659026e+00 3.357481678777801459e+00 2.748027351091038462e+00 2.118595733154017058e+00
3.535328525075044581e+00 3.368132728973784129e+00 2.756713767546428162e+00 2.124116713693259495e+00
3.543472519818637867e+00 3.378778036192915391e+00 2.765398850175728729e+00 2.129642329101234299e+00
3.551618954112382376e+00 3.389417641488028821e+00 2.774082606365538606e+00 2.135172533322566846e+00
3.559767825571159339e+00 3.400051585722984715e+00 2.782765043485126100e+00 2.140707280509246413e+00
3.567919131809475175e+00 3.410679909573646196e+00 2.791446168886459134e+00 2.146246525018935980e+00
3.576072870442138729e+00 3.421302653528861537e+00 2.800125989904234114e+00 2.151790221413282023e+00
3.584229039084928736e+00 3.431919857891453596e+00 2.808804513855910567e+00 2.157338324456223422e+00
3.592387635355253739e+00 3.442531562779215459e+00 2.817481748041746226e+00 2.162890789112301260e+00
3.600548656872800457e+00 3.453137808125913200e+00 2.826157699744836549e+00 2.168447570544966840e+00
3.608712101260175498e+00 3.463738633682293955e+00 2.834832376231155582e+00 2.174008624114891930e+00
3.616877966143537737e+00 3.474334079017100230e+00 2.843505784749600362e+00 2.179573905378278553e+00
3.625046249153222266e+00 3.484924183518088192e+00 2.852177932532037552e+00 2.185143370085168790e+00
3.633216947924353679e+00 3.495508986393053075e+00 2.860848826793352728e+00 2.190716974177756793e+00
3.641390060097455361e+00 3.506088526670858574e+00 2.869518474731501456e+00 2.196294673788700802e+00
3.649565583319046791e+00 3.516662843202469357e+00 2.878186883527563023e+00 2.201876425239436941e+00
3.657743515242234178e+00 3.527231974661990233e+00 2.886854060345798167e+00 2.207462185038493452e+00
3.665923853527293552e+00 3.537795959547708424e+00 2.895520012333706372e+00 2.213051909879807599e+00
3.674106595842244971e+00 3.548354836183139405e+00 2.904184746622087143e+00 2.218645556641044347e+00
3.682291739863420066e+00 3.558908642718076720e+00 2.912848270325103517e+00 2.224243082381915482e+00
3.690479283276022038e+00 3.569457417129644039e+00 2.921510590540347341e+00 2.229844444342501841e+00
3.698669223774676773e+00 3.580001197223352971e+00 2.930171714348907663e+00 2.235449599941577770e+00
3.706861559063978184e+00 3.590540020634161333e+00 2.938831648815438680e+00 2.241058506774936898e+00
3.715056286859026446e+00 3.601073924827534078e+00 2.947490400988233894e+00 2.246671122613721039e+00
3.723253404885956908e+00 3.611602947100509109e+00 2.956147977899297619e+00 2.252287405402751741e+00
3.731452910882465002e+00 3.622127124582763091e+00 2.964804386564423133e+00 2.257907313258864068e+00
3.739654802598322725e+00 3.632646494237679935e+00 2.973459633983269068e+00 2.263530804469243485e+00
3.747859077795888449e+00 3.643161092863421935e+00 2.982113727139440229e+00 2.269157837489764962e+00
3.756065734250609633e+00 3.653670957094001803e+00 2.990766673000568865e+00 2.274788370943335636e+00
3.764274769751520200e+00 3.664176123400356921e+00 2.999418478518398601e+00 2.280422363618240578e+00
3.772486182101730812e+00 3.674676628091424035e+00 3.008069150628870148e+00 2.286059774466491223e+00
3.780699969118912929e+00 3.685172507315215729e+00 3.016718696252208787e+00 2.291700562602178248e+00
3.788916128635777536e+00 3.695663797059898226e+00 3.025367122293013633e+00 2.297344687299826216e+00
3.797134658500544990e+00 3.706150533154869642e+00 3.034014435640348673e+00 2.302992107992752224e+00
3.805355556577412646e+00 3.716632751271839119e+00 3.042660643167834689e+00 2.308642784271428994e+00
3.813578820747014042e+00 3.727110486925906407e+00 3.051305751733745186e+00 2.314296675881850174e+00
3.821804448906872764e+00 3.737583775476641001e+00 3.059949768181101426e+00 2.319953742723900536e+00
3.830032438971851860e+00 3.748052652129163942e+00 3.068592699337771013e+00 2.325613944849728831e+00
3.838262788874596154e+00 3.758517151935226952e+00 3.077234552016567370e+00 2.331277242462125088e+00
3.846495496565969230e+00 3.768977309794293795e+00 3.085875333015349664e+00 2.336943595912902349e+00
3.854730560015486418e+00 3.779433160454619856e+00 3.094515049117127603e+00 2.342612965701281080e+00
