x1 x2 x3 x4
6.143394011859202664e+01 6.842323929879647437e+01 5.469333684795046935e+01 2.298977546994959198e+01
6.144346935674232668e+01 6.843267935633744514e+01 5.470241300370021520e+01 2.299473001850857656e+01
6.145299476504634839e+01 6.844211881232610040e+01 5.471148576012802067e+01 2.299969239778808117e+01
6.146251636919045325e+01 6.845155768424392306e+01 5.472055513337006971e+01 2.300466254848409875e+01
6.147203419474524111e+01 6.846099598946985054e+01 5.472962113952326035e+01 2.300964041155019757e+01
6.148154826716588417e+01 6.847043374528142579e+01 5.473868379464467182e+01 2.301462592819656905e+01
6.149105861179246801e+01 6.847987096885596259e+01 5.474774311475106003e+01 2.301961903988906144e+01
6.150056525385031847e+01 6.848930767727171087e+01 5.475679911581835313e+01 2.302461968834817441e+01
6.151006821845037109e+01 6.849874388750897936e+01 5.476585181378115408e+01 2.302962781554804295e+01
6.151956753058954774e+01 6.850817961645130083e+01 5.477490122453230015e+01 2.303464336371540355e+01
6.152906321515111898e+01 6.851761488088651220e+01 5.478394736392239395e+01 2.303966627532852840e+01
6.153855529690510195e+01 6.852704969750791975e+01 5.479299024775938420e+01 2.304469649311615242e+01
6.154804380050866541e+01 6.853648408291537919e+01 5.480202989180813233e+01 2.304973396005637554e+01
6.155752875050653472e+01 6.854591805361646095e+01 5.481106631179002164e+01 2.305477861937554351e+01
6.156701017133140397e+01 6.855535162602747334e+01 5.482009952338255943e+01 2.305983041454712534e+01
6.157648808730437651e+01 6.856478481647461365e+01 5.482912954221901458e+01 2.306488928929055504e+01
6.158596252263538418e+01 6.857421764119504815e+01 5.483815638388805525e+01 2.306995518757006991e+01
6.159543350142364915e+01 6.858365011633797792e+01 5.484718006393340772e+01 2.307502805359353104e+01
6.160490104765813157e+01 6.859308225796570468e+01 5.485620059785350833e+01 2.308010783181122250e+01
6.161436518521798433e+01 6.860251408205472501e+01 5.486521800110120495e+01 2.308519446691464339e+01
6.162382593787303620e+01 6.861194560449678193e+01 5.487423228908345152e+01 2.309028790383528573e+01
6.163328332928425368e+01 6.862137684109990232e+01 5.488324347716100249e+01 2.309538808774338747e+01
6.164273738300423844e+01 6.863080780758946275e+01 5.489225158064816412e+01 2.310049496404668545e+01
6.165218812247769620e+01 6.864023851960919842e+01 5.490125661481249608e+01 2.310560847838915066e+01
6.166163557104196258e+01 6.864966899272228318e+01 5.491025859487458405e+01 2.311072857664971281e+01
6.167107975192749336e+01 6.865909924241231010e+01 5.491925753600777682e+01 2.311585520494096713e+01
6.168052068825836898e+01 6.866852928408432888e+01 5.492825345333798026e+01 2.312098830960787410e+01
6.168995840305282030e+01 6.867795913306585476e+01 5.493724636194342992e+01 2.312612783722645204e+01
6.169939291922374025e+01 6.868738880460787755e+01 5.494623627685448497e+01 2.313127373460245551e+01
6.170882425957923090e+01 6.869681831388585636e+01 5.495522321305342928e+01 2.313642594877003944e+01
6.171825244682312217e+01 6.870624767600071436e+01 5.496420718547430084e+01 2.314158442699042340e+01
6.172767750355551897e+01 6.871567690597980516e+01 5.497318820900269998e+01 2.314674911675053792e+01
6.173709945227332696e+01 6.872510601877792169e+01 5.498216629847564718e+01 2.315191996576166744e+01
6.174651831537082103e+01 6.873453502927823422e+01 5.499114146868142683e+01 2.315709692195808245e+01
6.175593411514019238e+01 6.874396395229328505e+01 5.500011373435943085e+01 2.316227993349565750e+01
6.176534687377210986e+01 6.875339280256592644e+01 5.500908311020004504e+01 2.316746894875049634e+01
6.177475661335626711e+01 6.876282159477025857e+01 5.501804961084451406e+01 2.317266391631753564e+01
6.178416335588197228e+01 6.877225034351261002e+01 5.502701325088484197e+01 2.317786478500915592e+01
6.179356712323869516e+01 6.878167906333244730e+01 5.503597404486367139e+01 2.318307150385376048e+01
6.180296793721666404e+01 6.879110776870331279e+01 5.504493200727421254e+01 2.318828402209438266e+01
6.181236581950741993e+01 6.880053647403376260e+01 5.505388715256013654e+01 2.319350228918725421e+01
6.182176079170442051e+01 6.880996519366824771e+01 5.506283949511551867e+01 2.319872625480039474e+01
6.183115287530360149e+01 6.881939394188806602e+01 5.507178904928474594e+01 2.320395586881217298e+01
6.184054209170398053e+01 6.882882273291222930e+01 5.508073582936248869e+01 2.320919108130988207e+01
6.184992846220824703e+01 6.883825158089841523e+01 5.508967984959362241e+01 2.321443184258829362e+01
6.185931200802335894e+01 6.884768049994380590e+01 5.509862112417319935e+01 2.321967810314821890e+01
6.186869275026111836e+01 6.885710950408598308e+01 5.510755966724641297e+01 2.322492981369506637e+01
6.187807070993879677e+01 6.886653860730383769e+01 5.511649549290856953e+01 2.323018692513738515e+01
6.188744590797971767e+01 6.887596782351839408e+01 5.512542861520505966e+01 2.323544938858540831e+01
6.189681836521387481e+01 6.888539716659373369e+01 5.513435904813136545e+01 2.324071715534959992e+01
6.190618810237853609e+01 6.889482665033781927e+01 5.514328680563303209e+01 2.324599017693919123e+01
6.191555514011883332e+01 6.890425628850333339e+01 5.515221190160569620e+01 2.325126840506071701e+01
6.192491949898840176e+01 6.891368609478857366e+01 5.516113434989507169e+01 2.325655179161654118e+01
6.193428119944996268e+01 6.892311608283824853e+01 5.517005416429697817e+01 2.326184028870340015e+01
6.194364026187597005e+01 6.893254626624434422e+01 5.517897135855735513e+01 2.326713384861091427e+01
6.195299670654920021e+01 6.894197665854694890e+01 5.518788594637231171e+01 2.327243242382013122e+01
6.196235055366337718e+01 6.895140727323504848e+01 5.519679794138813378e+01 2.327773596700203029e+01
6.197170182332379085e+01 6.896083812374739352e+01 5.520570735720134792e+01 2.328304443101605870e+01
6.198105053554792221e+01 6.897026922347325240e+01 5.521461420735876402e+01 2.328835776890864651e+01
6.199039671026606158e+01 6.897970058575327812e+01 5.522351850535751794e+01 2.329367593391172520e+01
6.199974036732192673e+01 6.898913222388026156e+01 5.523242026464514964e+01 2.329899887944124615e+01
6.200908152647329530e+01 6.899856415109992724e+01 5.524131949861966007e+01 2.330432655909569917e+01
6.201842020739262296e+01 6.900799638061175756e+01 5.525021622062957505e+01 2.330965892665461681e+01
6.202775642966766867e+01 6.901742892556976017e+01 5.525911044397403771e+01 2.331499593607710707e+01
6.203709021280212710e+01 6.902686179908320696e+01 5.526800218190287950e+01 2.332033754150035776e+01
6.204642157621625387e+01 6.903629501421745829e+01 5.527689144761670548e+01 2.332568369723815138e+01
6.205575053924748374e+01 6.904572858399470192e+01 5.528577825426700088e+01 2.333103435777938017e+01
6.206507712115107722e+01 6.905516252139470623e+01 5.529466261495622348e+01 2.333638947778656103e+01
6.207440134110073160e+01 6.906459683935560179e+01 5.530354454273788889e+01 2.334174901209434694e+01
6.208372321818921336e+01 6.907403155077460610e+01 5.531242405061670553e+01 2.334711291570804192e+01
6.209304277142900474e+01 6.908346666850876261e+01 5.532130115154866701e+01 2.335248114380212314e+01
6.210236001975291487e+01 6.909290220537570804e+01 5.533017585844118003e+01 2.335785365171874517e+01
6.211167498201471915e+01 6.910233817415438295e+01 5.533904818415317806e+01 2.336323039496626208e+01
6.212098767698979174e+01 6.911177458758575654e+01 5.534791814149524924e+01 2.336861132921774598e+01
6.213029812337572366e+01 6.912121145837356551e+01 5.535678574322976431e+01 2.337399641030949482e+01
6.213960633979296233e+01 6.913064879918499628e+01 5.536565100207101864e+01 2.337938559423956519e+01
6.214891234478544391e+01 6.914008662265145233e+01 5.537451393068536731e+01 2.338477883716627659e+01
6.215821615682122570e+01 6.914952494136920791e+01 5.538337454169135299e+01 2.339017609540674769e+01
6.216751779429311142e+01 6.915896376790013278e+01 5.539223284765987643e+01 2.339557732543540425e+01
6.217681727551927651e+01 6.916840311477240277e+01 5.540108886111433151e+01 2.340098248388251534e+01
6.218611461874390756e+01 6.917784299448113927e+01 5.540994259453076154e+01 2.340639152753271190e+01
6.219540984213783474e+01 6.918728341948916238e+01 5.541879406033801558e+01 2.341180441332350881e+01
6.220470296379914288e+01 6.919672440222761622e+01 5.542764327091791188e+01 2.341722109834384113e+01
6.221399400175383221e+01 6.920616595509667945e+01 5.543649023860540126e+01 2.342264153983259689e+01
6.222328297395640817e+01 6.921560809046623319e+01 5.544533497568873770e+01 2.342806569517713555e+01
6.223256989829054220e+01 6.922505082067648630e+01 5.545417749440964172e+01 2.343349352191183499e+01
6.224185479256968279e+01 6.923449415803871432e+01 5.546301780696349226e+01 2.343892497771662065e+01
6.225113767453769498e+01 6.924393811483582795e+01 5.547185592549947586e+01 2.344436002041550893e+01
6.226041856186946433e+01 6.925338270332309776e+01 5.548069186212079984e+01 2.344979860797514348e+01
6.226969747217155771e+01 6.926282793572876528e+01 5.548952562888484863e+01 2.345524069850333504e+01
6.227897442298281305e+01 6.927227382425468249e+01 5.549835723780339691e+01 2.346068625024761189e+01
6.228824943177499307e+01 6.928172038107697972e+01 5.550718670084277306e+01 2.346613522159376686e+01
6.229752251595338919e+01 6.929116761834666249e+01 5.551601402992406520e+01 2.347158757106440063e+01
6.230679369285745395e+01 6.930061554819026526e+01 5.552483923692332013e+01 2.347704325731747943e+01
6.231606297976142628e+01 6.931006418271047664e+01 5.553366233367173521e+01 2.348250223914488899e+01
6.232533039387494256e+01 6.931951353398673632e+01 5.554248333195585730e+01 2.348796447547098865e+01
6.233459595234367612e+01 6.932896361407587449e+01 5.555130224351779589e+01 2.349342992535117247e+01
6.234385967224994829e+01 6.933841443501270874e+01 5.556011908005542210e+01 2.349889854797043753e+01
6.235312157061333238e+01 6.934786600881066931e+01 5.556893385322257473e+01 2.350437030264193794e+01
6.236238166439130026e+01 6.935731834746238178e+01 5.557774657462927337e+01 2.350984514880556020e+01
6.237163997047981212e+01 6.936677146294027807e+01 5.558655725584193164e+01 2.351532304602649148e+01
6.238089650571396305e+01 6.937622536719717914e+01 5.559536590838357739e+01 2.352080395399379142e+01
6.239015128686857992e+01 6.938568007216689182e+01 5.560417254373406593e+01 2.352628783251897815e+01
6.239940433065883241e+01 6.939513558976479146e+01 5.561297717333030022e+01 2.353177464153459297e+01
6.240865565374085833e+01 6.940459193188841880e+01 5.562177980856644410e+01 2.353726434109279353e+01
6.241790527271236755e+01 6.941404911041804837e+01 5.563058046079416386e+01 2.354275689136393268e+01
6.242715320411327440e+01 6.942350713721724276e+01 5.563937914132284845e+01 2.354825225263515165e+01
6.243639946442628030e+01 6.943296602413344942e+01 5.564817586141982275e+01 2.355375038530896958e+01
6.244564407007749907e+01 6.944242578299854074e+01 5.565697063231060326e+01 2.355925124990187669e+01
6.245488703743706083e+01 6.945188642562942505e+01 5.566576346517910423e+01 2.356475480704293091e+01
6.246412838281973023e+01 6.946134796382852983e+01 5.567455437116790051e+01 2.357026101747236169e+01
6.247336812248550331e+01 6.947081040938442698e+01 5.568334336137842655e+01 2.357576984204016668e+01
6.248260627264021849e+01 6.948027377407233018e+01 5.569213044687124636e+01 2.358128124170472972e+01
6.249184284943614642e+01 6.948973806965467759e+01 5.570091563866628093e+01 2.358679517753142107e+01
6.250107786897262230e+01 6.949920330788164335e+01 5.570969894774304265e+01 2.359231161069121541e+01
6.251031134729661431e+01 6.950866950049172033e+01 5.571848038504089118e+01 2.359783050245930269e+01
6.251954330040335606e+01 6.951813665921220320e+01 5.572725996145926075e+01 2.360335181421371686e+01
6.252877374423692203e+01 6.952760479575974273e+01 5.573603768785792312e+01 2.360887550743394669e+01
6.253800269469084583e+01 6.953707392184089997e+01 5.574481357505722201e+01 2.361440154369957156e+01
6.254723016760870991e+01 6.954654404915261523e+01 5.575358763383833605e+01 2.361992988468888299e+01
6.255645617878473530e+01 6.955601518938277650e+01 5.576235987494351320e+01 2.362546049217752753e+01
6.256568074396438561e+01 6.956548735421070262e+01 5.577113030907633373e+01 2.363099332803712826e+01
6.257490387884497096e+01 6.957496055530769752e+01 5.577989894690195172e+01 2.363652835423393483e+01
6.258412559907622352e+01 6.958443480433750494e+01 5.578866579904736511e+01 2.364206553282745560e+01
6.259334592026090149e+01 6.959391011295687690e+01 5.579743087610166441e+01 2.364760482596911828e+01
6.260256485795537174e+01 6.960338649281601420e+01 5.580619418861628134e+01 2.365314619590089862e+01
6.261178242767019952e+01 6.961286395555910644e+01 5.581495574710526597e+01 2.365868960495398809e+01
6.262099864487075962e+01 6.962234251282482944e+01 5.582371556204552832e+01 2.366423501554744036e+01
6.263021352497779759e+01 6.963182217624682835e+01 5.583247364387710832e+01 2.366978239018683183e+01
6.263942708336801957e+01 6.964130295745418664e+01 5.584123000300343875e+01 2.367533169146292593e+01
6.264863933537469620e+01 6.965078486807193769e+01 5.584998464979160815e+01 2.368088288205033010e+01
6.265785029628823111e+01 6.966026791972154797e+01 5.585873759457261656e+01 2.368643592470617421e+01
6.266705998135675060e+01 6.966975212402138595e+01 5.586748884764165979e+01 2.369199078226877120e+01
6.267626840578667924e+01 6.967923749258720534e+01 5.587623841925838519e+01 2.369754741765629902e+01
6.268547558474332959e+01 6.968872403703259977e+01 5.588498631964715457e+01 2.370310579386547545e+01
6.269468153335148486e+01 6.969821176896951442e+01 5.589373255899732129e+01 2.370866587397024006e+01
6.270388626669596022e+01 6.970770070000867236e+01 5.590247714746349317e+01 2.371422762112043614e+01
6.271308979982219967e+01 6.971719084176004344e+01 5.591122009516581670e+01 2.371979099854049622e+01
6.272229214773684447e+01 6.972668220583334175e+01 5.591996141219023997e+01 2.372535596952813819e+01
6.273149332540830159e+01 6.973617480383842349e+01 5.592870110858878263e+01 2.373092249745305438e+01
6.274069334776734763e+01 6.974566864738579852e+01 5.593743919437981305e+01 2.373649054575560768e+01
6.274989222970766178e+01 6.975516374808704256e+01 5.594617567954833959e+01 2.374206007794553486e+01
6.275908998608642264e+01 6.976466011755525187e+01 5.595491057404625224e+01 2.374763105760064619e+01
6.276828663172488376e+01 6.977415776740551223e+01 5.596364388779263521e+01 2.375320344836553588e+01
6.277748218140892789e+01 6.978365670925532527e+01 5.597237563067402988e+01 2.375877721395028530e+01
6.278667664988964958e+01 6.979315695472504899e+01 5.598110581254469764e+01 2.376435231812917692e+01
6.279587005188390947e+01 6.980265851543830991e+01 5.598983444322693259e+01 2.376992872473941176e+01
6.280506240207492397e+01 6.981216140302248618e+01 5.599856153251131730e+01 2.377550639767983043e+01
6.281425371511281242e+01 6.982166562910910557e+01 5.600728709015702123e+01 2.378108530090962347e+01
6.282344400561517261e+01 6.983117120533425748e+01 5.601601112589205655e+01 2.378666539844706662e+01
6.283263328816763504e+01 6.984067814333907620e+01 5.602473364941359790e+01 2.379224665436824537e+01
6.284182157732443841e+01 6.985018645477009613e+01 5.603345467038823813e+01 2.379782903280578310e+01
6.285100888760899096e+01 6.985969615127970656e+01 5.604217419845228676e+01 2.380341249794757630e+01
6.286019523351441762e+01 6.986920724452656373e+01 5.605089224321205421e+01 2.380899701403552982e+01
6.286938062950413553e+01 6.987871974617600301e+01 5.605960881424412889e+01 2.381458254536429564e+01
6.287856509001241534e+01 6.988823366790045100e+01 5.606832392109567564e+01 2.382016905628001879e+01
6.288774862944492838e+01 6.989774902137983759e+01 5.607703757328471994e+01 2.382575651117907967e+01
6.289693126217931507e+01 6.990726581830197972e+01 5.608574978030043923e+01 2.383134487450683636e+01
6.290611300256573912e+01 6.991678407036300769e+01 5.609446055160344713e+01 2.383693411075638480e+01
6.291529386492744180e+01 6.992630378926773460e+01 5.610316989662609188e+01 2.384252418446731170e+01
6.292447386356129613e+01 6.993582498673009695e+01 5.611187782477274055e+01 2.384811506022444050e+01
6.293365301273836820e+01 6.994534767447352408e+01 5.612058434542007745e+01 2.385370670265660564e+01
6.294283132670446435e+01 6.995487186423132187e+01 5.612928946791738838e+01 2.385929907643540204e+01
6.295200881968069240e+01 6.996439756774707064e+01 5.613799320158685902e+01 2.386489214627395938e+01
6.296118550586400175e+01 6.997392479677500887e+01 5.614669555572387338e+01 2.387048587692570223e+01
6.297036139942774469e+01 6.998345356308041687e+01 5.615539653959730515e+01 2.387608023318312078e+01
6.297953651452223056e+01 6.999298387844000047e+01 5.616409616244980896e+01 2.388167517987655231e+01
6.298871086527525875e+01 7.000251575464226050e+01 5.617279443349812595e+01 2.388727068187294478e+01
6.299788446579268708e+01 7.001204920348787653e+01 5.618149136193337512e+01 2.389286670407464541e+01
6.300705733015896470e+01 7.002158423679009047e+01 5.619018695692135168e+01 2.389846321141817853e+01
6.301622947243770057e+01 7.003112086637503353e+01 5.619888122760282556e+01 2.390406016887302343e+01
6.302540090667218209e+01 7.004065910408213824e+01 5.620757418309384690e+01 2.390965754144041000e+01
6.303457164688595071e+01 7.005019896176449379e+01 5.621626583248603737e+01 2.391525529415210016e+01
6.304374170708332770e+01 7.005974045128918704e+01 5.622495618484689572e+01 2.392085339206918349e+01
6.305291110124996123e+01 7.006928358453767203e+01 5.623364524922009622e+01 2.392645180028086926e+01
6.306207984335338779e+01 7.007882837340612525e+01 5.624233303462580125e+01 2.393205048390328216e+01
6.307124794734355788e+01 7.008837482980581512e+01 5.625101955006095977e+01 2.393764940807826136e+01
6.308041542715338323e+01 7.009792296566344305e+01 5.625970480449959865e+01 2.394324853797216690e+01
6.308958229669929096e+01 7.010747279292148448e+01 5.626838880689314237e+01 2.394884783877467527e+01
6.309874856988174940e+01 7.011702432353854419e+01 5.627707156617071149e+01 2.395444727569759280e+01
6.310791426058582232e+01 7.012657756948966892e+01 5.628575309123944237e+01 2.396004681397365843e+01
6.311707938268170892e+01 7.013613254276675946e+01 5.629443339098476429e+01 2.396564641885535707e+01
6.312624395002527677e+01 7.014568925537882649e+01 5.630311247427074761e+01 2.397124605561374011e+01
6.313540797645861602e+01 7.015524771935237425e+01 5.631179034994037380e+01 2.397684568953722817e+01
6.314457147581055807e+01 7.016480794673172738e+01 5.632046702681586225e+01 2.398244528593043867e+01
6.315373446189723694e+01 7.017436994957935781e+01 5.632914251369899006e+01 2.398804481011300282e+01
6.316289694852261505e+01 7.018393373997619733e+01 5.633781681937139041e+01 2.399364422741839320e+01
6.317205894947902323e+01 7.019349933002197872e+01 5.634648995259485815e+01 2.399924350319274069e+01
6.318122047854770784e+01 7.020306673183554835e+01 5.635516192211166953e+01 2.400484260279366922e+01
6.319038154949936370e+01 7.021263595755519304e+01 5.636383273664490901e+01 2.401044149158912333e+01
6.319954217609465985e+01 7.022220701933896692e+01 5.637250240489876063e+01 2.401604013495619583e+01
6.320870237208479381e+01 7.023177992936497560e+01 5.638117093555884196e+01 2.402163849827996955e+01
6.321786215121202446e+01 7.024135469983171731e+01 5.638983833729249540e+01 2.402723654695234501e+01
6.322702152721020497e+01 7.025093134295835284e+01 5.639850461874913634e+01 2.403283424637088572e+01
6.323618051380530858e+01 7.026050987098507505e+01 5.640716978856053743e+01 2.403843156193766006e+01
6.324533912471598995e+01 7.027009029617333624e+01 5.641583385534117667e+01 2.404402845905807595e+01
6.325449737365409675e+01 7.027967263080621763e+01 5.642449682768854302e+01 2.404962490313972978e+01
6.326365527432521674e+01 7.028925688718865672e+01 5.643315871418344898e+01 2.405522085959126244e+01
6.327281284042921072e+01 7.029884307764781681e+01 5.644181952339035746e+01 2.406081629382119047e+01
6.328197008566075965e+01 7.030843121453332856e+01 5.645047926385771575e+01 2.406641117123677276e+01
6.329112702370986909e+01 7.031802131021758839e+01 5.645913794411826103e+01 2.407200545724285945e+01
6.330028366826243769e+01 7.032761337709604277e+01 5.646779557268935434e+01 2.407759911724074442e+01
6.330944003300076162e+01 7.033720742758750077e+01 5.647645215807329322e+01 2.408319211662702486e+01
6.331859613160409594e+01 7.034680347413436152e+01 5.648510770875765274e+01 2.408878442079246440e+01
6.332775197774917331e+01 7.035640152920295520e+01 5.649376223321559820e+01 2.409437599512084560e+01
6.333690758511074392e+01 7.036600160528375625e+01 5.650241573990622612e+01 2.409996680498784372e+01
6.334606296736209430e+01 7.037560371489171018e+01 5.651106823727486983e+01 2.410555681575988984e+01
6.335521813817561565e+01 7.038520787056646100e+01 5.651971973375346181e+01 2.411114599279303405e+01
6.336437311122329419e+01 7.039481408487263536e+01 5.652837023776082503e+01 2.411673430143181918e+01
6.337352790017727955e+01 7.040442237040009843e+01 5.653701975770304244e+01 2.412232170700815104e+01
6.338268251871040349e+01 7.041403273976422383e+01 5.654566830197376248e+01 2.412790817484017225e+01
6.339183698049671278e+01 7.042364520560616370e+01 5.655431587895454726e+01 2.413349367023113956e+01
6.340099129921201637e+01 7.043325978059306181e+01 5.656296249701519230e+01 2.413907815846829763e+01
6.341014548853439692e+01 7.044287647741832359e+01 5.657160816451408181e+01 2.414466160482176349e+01
6.341929956214476505e+01 7.045249530880190036e+01 5.658025288979850131e+01 2.415024397454340743e+01
6.342845353372738515e+01 7.046211628749047406e+01 5.658889668120499294e+01 2.415582523286573036e+01
6.343760741697040828e+01 7.047173942625772725e+01 5.659753954705968937e+01 2.416140534500075532e+01
6.344676122556640507e+01 7.048136473790459888e+01 5.660618149567866197e+01 2.416698427613891553e+01
6.345591497321290575e+01 7.049099223525949753e+01 5.661482253536824061e+01 2.417256199144793882e+01
6.346506867361293303e+01 7.050062193117854292e+01 5.662346267442536885e+01 2.417813845607174272e+01
6.347422234047552791e+01 7.051025383854577910e+01 5.663210192113795216e+01 2.418371363512932959e+01
6.348337598751630395e+01 7.051988797027341604e+01 5.664074028378519188e+01 2.418928749371367815e+01
6.349252962845796588e+01 7.052952433930204279e+01 5.664937777063794755e+01 2.419485999689063860e+01
6.350168327703084259e+01 7.053916295860085484e+01 5.665801438995905670e+01 2.420043110969783839e+01
6.351083694697342708e+01 7.054880384116788150e+01 5.666665015000370431e+01 2.420600079714358088e+01
6.351999065203292361e+01 7.055844700003015646e+01 5.667528505901977098e+01 2.421156902420574397e+01
6.352914440596576640e+01 7.056809244824397354e+01 5.668391912524816689e+01 2.421713575583068945e+01
6.353829822253815962e+01 7.057774019889505723e+01 5.669255235692321548e+01 2.422270095693216874e+01
6.354745211552662454e+01 7.058739026509877590e+01 5.670118476227296611e+01 2.422826459239023222e+01
6.355660609871851818e+01 7.059704266000034067e+01 5.670981634951958483e+01 2.423382662705014567e+01
6.356576018591258759e+01 7.060669739677501866e+01 5.671844712687968837e+01 2.423938702572128889e+01
6.357491439091949559e+01 7.061635448862828923e+01 5.672707710256471358e+01 2.424494575317608636e+01
6.358406872756236083e+01 7.062601394879604300e+01 5.673570628478125855e+01 2.425050277414891653e+01
6.359322320967729070e+01 7.063567579054479495e+01 5.674433468173147332e+01 2.425605805333502829e+01
6.360237785111393549e+01 7.064534002717179817e+01 5.675296230161338684e+01 2.426161155538946801e+01
6.361153266573600717e+01 7.065500667200528540e+01 5.676158915262129767e+01 2.426716324492599952e+01
6.362068766742182646e+01 7.066467573840461114e+01 5.677021524294612220e+01 2.427271308651603121e+01
6.362984287006486284e+01 7.067434723976042221e+01 5.677884058077577123e+01 2.427826104468753954e+01
6.363899828757428168e+01 7.068402118949481405e+01 5.678746517429550522e+01 2.428380708392400322e+01
6.364815393387546294e+01 7.069369760106150125e+01 5.679608903168831091e+01 2.428935116866333388e+01
6.365730982291056250e+01 7.070337648794595964e+01 5.680471216113527788e+01 2.429489326329680310e+01
6.366646596863903795e+01 7.071305786366561108e+01 5.681333457081596094e+01 2.430043333216799084e+01
6.367562238503820282e+01 7.072274174176993711e+01 5.682195626890875673e+01 2.430597133957170897e+01
6.368477908610375948e+01 7.073242813584062105e+01 5.683057726359128026e+01 2.431150724975294963e+01
6.369393608585033917e+01 7.074211705949170437e+01 5.683919756304074156e+01 2.431704102690583014e+01
6.370309339831204909e+01 7.075180852636971451e+01 5.684781717543432222e+01 2.432257263517252710e+01
6.371225103754301244e+01 7.076150255015379287e+01 5.685643610894955913e+01 2.432810203864223908e+01
6.372140901761792264e+01 7.077119914455582261e+01 5.686505437176473521e+01 2.433362920135012430e+01
6.373056735263257622e+01 7.078089832332054243e+01 5.687367197205923475e+01 2.433915408727624907e+01
6.373972605670440572e+01 7.079060010022567440e+01 5.688228891801396969e+01 2.434467666034455746e+01
6.374888514397305528e+01 7.080030448908200924e+01 5.689090521781172782e+01 2.435019688442180907e+01
6.375804462860089927e+01 7.081001150373356268e+01 5.689952087963759197e+01 2.435571472331655229e+01
6.376720452477359657e+01 7.081972115805761803e+01 5.690813591167930952e+01 2.436123014077807980e+01
6.377636484670064476e+01 7.082943346596485412e+01 5.691675032212770446e+01 2.436674310049539471e+01
6.378552560861591303e+01 7.083914844139945899e+01 5.692536411917705408e+01 2.437225356609616966e+01
6.379468682477819641e+01 7.084886609833917248e+01 5.693397731102550097e+01 2.437776150114572715e+01
6.380384850947177000e+01 7.085858645079537155e+01 5.694258990587544389e+01 2.438326686914600216e+01
6.381301067700692897e+01 7.086830951281319813e+01 5.695120191193394277e+01 2.438876963353451899e+01
6.382217334172053569e+01 7.087803529847157336e+01 5.695981333741310948e+01 2.439426975768337513e+01
6.383133651797657393e+01 7.088776382188328284e+01 5.696842419053053419e+01 2.439976720489821105e+01
6.384050022016669601e+01 7.089749509719503351e+01 5.697703447950966904e+01 2.440526193841719760e+01
6.384966446271078411e+01 7.090722913858753884e+01 5.698564421258024737e+01 2.441075392141001998e+01
6.385882926005749027e+01 7.091696596027551891e+01 5.699425339797870294e+01 2.441624311697687233e+01
6.386799462668479066e+01 7.092670557650778562e+01 5.700286204394857492e+01 2.442172948814743805e+01
6.387716057710053263e+01 7.093644800156724273e+01 5.701147015874092006e+01 2.442721299787989508e+01
6.388632712584299611e+01 7.094619324977095687e+01 5.702007775061473183e+01 2.443269360905990695e+01
6.389549428748144067e+01 7.095594133547015758e+01 5.702868482783735971e+01 2.443817128449963150e+01
6.390466207661667397e+01 7.096569227305026573e+01 5.703729139868494258e+01 2.444364598693671198e+01
6.391383050788158471e+01 7.097544607693090768e+01 5.704589747144281375e+01 2.444911767903329292e+01
6.392299959594170389e+01 7.098520276156591535e+01 5.705450305440594150e+01 2.445458632337503602e+01
6.393216935549578039e+01 7.099496234144334039e+01 5.706310815587935537e+01 2.446005188247011830e+01
6.394133980127630679e+01 7.100472483108545418e+01 5.707171278417856541e+01 2.446551431874826577e+01
6.395051094805009484e+01 7.101449024504871943e+01 5.708031694763001695e+01 2.447097359455976928e+01
6.395968281061882266e+01 7.102425859792376173e+01 5.708892065457150977e+01 2.447642967217450405e+01
6.396885540381961022e+01 7.103402990433538378e+01 5.709752391335263866e+01 2.448188251378096325e+01
6.397802874252555227e+01 7.104380417894250854e+01 5.710612673233524106e+01 2.448733208148528817e+01
6.398720284164630101e+01 7.105358143643815083e+01 5.711472911989383050e+01 2.449277833731030540e+01
6.399637771612860604e+01 7.106336169154934623e+01 5.712333108441605845e+01 2.449822124319457117e+01
6.400555338095688285e+01 7.107314495903713691e+01 5.713193263430314772e+01 2.450366076099140855e+01
6.401472985115378833e+01 7.108293125369648635e+01 5.714053377797034727e+01 2.450909685246795533e+01
6.402390714178073949e+01 7.109272059035622249e+01 5.714913452384739401e+01 2.451452947930422610e+01
6.403308526793851740e+01 7.110251298387895247e+01 5.715773488037894623e+01 2.451995860309215658e+01
6.404226424476782142e+01 7.111230844916100580e+01 5.716633485602507392e+01 2.452538418533467635e+01
6.405144408744979501e+01 7.112210700113232065e+01 5.717493445926169215e+01 2.453080618744476382e+01
6.406062481120663676e+01 7.113190865475635860e+01 5.718353369858105140e+01 2.453622457074452257e+01
6.406980643130214048e+01 7.114171342502999096e+01 5.719213258249217802e+01 2.454163929646425757e+01
6.407898896304226355e+01 7.115152132698338505e+01 5.720073111952137168e+01 2.454705032574155155e+01
6.408817242177566698e+01 7.116133237567990477e+01 5.720932931821264589e+01 2.455245761962035189e+01
6.409735682289432646e+01 7.117114658621594003e+01 5.721792718712823955e+01 2.455786113905005763e+01
6.410654218183405817e+01 7.118096397372082151e+01 5.722652473484906466e+01 2.456326084488462058e+01
6.411572851407510143e+01 7.119078455335663591e+01 5.723512196997520363e+01 2.456865669788163586e+01
