x1 x2 x3
4.817675637850717152e+01 5.250906092793739788e+01 4.367127687764730126e+01
4.818680641568462164e+01 5.252143570062168720e+01 4.367885206778556295e+01
4.819685609832369266e+01 5.253381533581163154e+01 4.368642274995655583e+01
4.820690542437056791e+01 5.254619985091476764e+01 4.369398890880653852e+01
4.821695439177222653e+01 5.255858926331573144e+01 4.370155052900391723e+01
4.822700299847652161e+01 5.257098359037502178e+01 4.370910759524033296e+01
4.823705124243231523e+01 5.258338284942774976e+01 4.371666009223180538e+01
4.824709912158957792e+01 5.259578705778239538e+01 4.372420800471989821e+01
4.825714663389950232e+01 5.260819623271950718e+01 4.373175131747285604e+01
4.826719377731463112e+01 5.262061039149042330e+01 4.373929001528680516e+01
4.827724054978896362e+01 5.263302955131594985e+01 4.374682408298694725e+01
4.828728694927807652e+01 5.264545372938501799e+01 4.375435350542876733e+01
4.829733297373923762e+01 5.265788294285334814e+01 4.376187826749927012e+01
4.830737862113154080e+01 5.267031720884207147e+01 4.376939835411824475e+01
4.831742388941600552e+01 5.268275654443634437e+01 4.377691375023950826e+01
4.832746877655571893e+01 5.269520096668393450e+01 4.378442444085220586e+01
4.833751328051594953e+01 5.270765049259379253e+01 4.379193041098211125e+01
4.834755739926427509e+01 5.272010513913463114e+01 4.379943164569294822e+01
4.835760113077070343e+01 5.273256492323342570e+01 4.380692813008771935e+01
4.836764447300781455e+01 5.274502986177395769e+01 4.381441984931007738e+01
4.837768742395086718e+01 5.275749997159530835e+01 4.382190678854567523e+01
4.838772998157794092e+01 5.276997526949031680e+01 4.382938893302359418e+01
4.839777214387007120e+01 5.278245577220406659e+01 4.383686626801771524e+01
4.840781390881137014e+01 5.279494149643230116e+01 4.384433877884818287e+01
4.841785527438916859e+01 5.280743245881985359e+01 4.385180645088283313e+01
4.842789623859414405e+01 5.281992867595904784e+01 4.385926926953866456e+01
4.843793679942045571e+01 5.283243016438807160e+01 4.386672722028333027e+01
4.844797695486589362e+01 5.284493694058933499e+01 4.387418028863663011e+01
4.845801670293199948e+01 5.285744902098782205e+01 4.388162846017204544e+01
4.846805604162420877e+01 5.286996642194938545e+01 4.388907172051827388e+01
4.847809496895200709e+01 5.288248915977906250e+01 4.389651005536079964e+01
4.848813348292905090e+01 5.289501725071934857e+01 4.390394345044347091e+01
4.849817158157332386e+01 5.290755071094844908e+01 4.391137189157009857e+01
4.850820926290727186e+01 5.292008955657851743e+01 4.391879536460607625e+01
4.851824652495795220e+01 5.293263380365387860e+01 4.392621385548003587e+01
4.852828336575718282e+01 5.294518346814921017e+01 4.393362735018547482e+01
4.853831978334167019e+01 5.295773856596772333e+01 4.394103583478247543e+01
4.854835577575319405e+01 5.297029911293930837e+01 4.394843929539936767e+01
4.855839134103872112e+01 5.298286512481866595e+01 4.395583771823447705e+01
4.856842647725057560e+01 5.299543661728343125e+01 4.396323108955785841e+01
4.857846118244658840e+01 5.300801360593224132e+01 4.397061939571303668e+01
4.858849545469024633e+01 5.302059610628281661e+01 4.397800262311880459e+01
4.859852929205084138e+01 5.303318413376999985e+01 4.398538075827102745e+01
4.860856269260364115e+01 5.304577770374377366e+01 4.399275378774445500e+01
4.861859565443003106e+01 5.305837683146727812e+01 4.400012169819456176e+01
4.862862817561767770e+01 5.307098153211477864e+01 4.400748447635941574e+01
4.863866025426069228e+01 5.308359182076963378e+01 4.401484210906154715e+01
4.864869188845977988e+01 5.309620771242222048e+01 4.402219458320987400e+01
4.865872307632240990e+01 5.310882922196785927e+01 4.402954188580160633e+01
4.866875381596296535e+01 5.312145636420470396e+01 4.403688400392420021e+01
4.867878410550293466e+01 5.313408915383161712e+01 4.404422092475732597e+01
4.868881394307103960e+01 5.314672760544600294e+01 4.405155263557483636e+01
4.869884332680341998e+01 5.315937173354166845e+01 4.405887912374679161e+01
4.870887225484380423e+01 5.317202155250659246e+01 4.406620037674148449e+01
4.871890072534367278e+01 5.318467707662072996e+01 4.407351638212747957e+01
4.872892873646241441e+01 5.319733832005377394e+01 4.408082712757569510e+01
4.873895628636751098e+01 5.321000529686288871e+01 4.408813260086148489e+01
4.874898337323470798e+01 5.322267802099042200e+01 4.409543278986675574e+01
4.875900999524817792e+01 5.323535650626161697e+01 4.410272768258209197e+01
4.876903615060069797e+01 5.324804076638228167e+01 4.411001726710891546e+01
4.877906183749382052e+01 5.326073081493642292e+01 4.411730153166164570e+01
4.878908705413805791e+01 5.327342666538390148e+01 4.412458046456992378e+01
4.879911179875305294e+01 5.328612833105803048e+01 4.413185405428080088e+01
4.880913606956774942e+01 5.329883582516314533e+01 4.413912228936098359e+01
4.881915986482057690e+01 5.331154916077220207e+01 4.414638515849909339e+01
4.882918318275962832e+01 5.332426835082429051e+01 4.415364265050794756e+01
4.883920602164284475e+01 5.333699340812217571e+01 4.416089475432684708e+01
4.884922837973818588e+01 5.334972434532977559e+01 4.416814145902390720e+01
4.885925025532382193e+01 5.336246117496965979e+01 4.417538275379838808e+01
4.886927164668830414e+01 5.337520390942049175e+01 4.418261862798306794e+01
4.887929255213077084e+01 5.338795256091447783e+01 4.418984907104661630e+01
4.888931296996110376e+01 5.340070714153476672e+01 4.419707407259599563e+01
4.889933289850013409e+01 5.341346766321284889e+01 4.420429362237887716e+01
4.890935233607982724e+01 5.342623413772593466e+01 4.421150771028609938e+01
4.891937128104346044e+01 5.343900657669428256e+01 4.421871632635411942e+01
4.892938973174580752e+01 5.345178499157855612e+01 4.422591946076749281e+01
4.893940768655335205e+01 5.346456939367712380e+01 4.423311710386138174e+01
4.894942514384445786e+01 5.347735979412333052e+01 4.424030924612407034e+01
4.895944210200955382e+01 5.349015620388278336e+01 4.424749587819951557e+01
4.896945855945133985e+01 5.350295863375060179e+01 4.425467699088990514e+01
4.897947451458497881e+01 5.351576709434863943e+01 4.426185257515822968e+01
4.898948996583827409e+01 5.352858159612268452e+01 4.426902262213089045e+01
4.899950491165187572e+01 5.354140214933965325e+01 4.427618712310031412e+01
4.900951935047947927e+01 5.355422876408476185e+01 4.428334606952759600e+01
4.901953328078801064e+01 5.356706145025867727e+01 4.429049945304515035e+01
4.902954670105781076e+01 5.357990021757464660e+01 4.429764726545938203e+01
4.903955960978287010e+01 5.359274507555559097e+01 4.430478949875338657e+01
4.904957200547097784e+01 5.360559603353122071e+01 4.431192614508965022e+01
4.905958388664395642e+01 5.361845310063510084e+01 4.431905719681279265e+01
4.906959525183783910e+01 5.363131628580170229e+01 4.432618264645230965e+01
4.907960609960307607e+01 5.364418559776345319e+01 4.433330248672532292e+01
4.908961642850473339e+01 5.365706104504774032e+01 4.434041671053937961e+01
4.909962623712269192e+01 5.366994263597392489e+01 4.434752531099523765e+01
4.910963552405183918e+01 5.368283037865033691e+01 4.435462828138967950e+01
4.911964428790228965e+01 5.369572428097121986e+01 4.436172561521834723e+01
4.912965252729956944e+01 5.370862435061370377e+01 4.436881730617858466e+01
4.913966024088481532e+01 5.372153059503474282e+01 4.437590334817230087e+01
4.914966742731498783e+01 5.373444302146801732e+01 4.438298373530885499e+01
4.915967408526307025e+01 5.374736163692086421e+01 4.439005846190792681e+01
4.916968021341826045e+01 5.376028644817114355e+01 4.439712752250245842e+01
4.917968581048619114e+01 5.377321746176414052e+01 4.440419091184153189e+01
4.918969087518911465e+01 5.378615468400940358e+01 4.441124862489333935e+01
4.919969540626612314e+01 5.379909812097761090e+01 4.441830065684812467e+01
4.920969940247334051e+01 5.381204777849739429e+01 4.442534700312112506e+01
4.921970286258412131e+01 5.382500366215217014e+01 4.443238765935556955e+01
4.922970578538927100e+01 5.383796577727693489e+01 4.443942262142565625e+01
4.923970816969723785e+01 5.385093412895507470e+01 4.444645188543955072e+01
4.924971001433431894e+01 5.386390872201514668e+01 4.445347544774239168e+01
4.925971131814485915e+01 5.387688956102766014e+01 4.446049330491933205e+01
4.926971207999147140e+01 5.388987665030182939e+01 4.446750545379855879e+01
4.927971229875521431e+01 5.390286999388232658e+01 4.447451189145431982e+01
4.928971197333581955e+01 5.391586959554604164e+01 4.448151261521000066e+01
4.929971110265188372e+01 5.392887545879880662e+01 4.448850762264117265e+01
4.930970968564106727e+01 5.394188758687212015e+01 4.449549691157867670e+01
4.931970772126032188e+01 5.395490598271987182e+01 4.450248048011167157e+01
4.932970520848605389e+01 5.396793064901504522e+01 4.450945832659076018e+01
4.933970214631436590e+01 5.398096158814644241e+01 4.451643044963105211e+01
4.934969853376124149e+01 5.399399880221535142e+01 4.452339684811526865e+01
4.935969436986273706e+01 5.400704229303226356e+01 4.453035752119685498e+01
4.936968965367520212e+01 5.402009206211355519e+01 4.453731246830309232e+01
4.937968438427547824e+01 5.403314811067816947e+01 4.454426168913820305e+01
4.938967856076108376e+01 5.404621043964429106e+01 4.455120518368647708e+01
4.939967218225043410e+01 5.405927904962602781e+01 4.455814295221539112e+01
4.940966524788302650e+01 5.407235394093009262e+01 4.456507499527873506e+01
4.941965775681965312e+01 5.408543511355245670e+01 4.457200131371974550e+01
4.942964970824258586e+01 5.409852256717504559e+01 4.457892190867422499e+01
4.943964110135578238e+01 5.411161630116238541e+01 4.458583678157368269e+01
4.944963193538508506e+01 5.412471631455830590e+01 4.459274593414846066e+01
4.945962220957841282e+01 5.413782260608257957e+01 4.459964936843086036e+01
4.946961192320595302e+01 5.415093517412762480e+01 4.460654708675826896e+01
4.947960107556036746e+01 5.416405401675518050e+01 4.461343909177629996e+01
4.948958966595698428e+01 5.417717913169297361e+01 4.462032538644189827e+01
4.949957769373397554e+01 5.419031051633141516e+01 4.462720597402646661e+01
4.950956515825256332e+01 5.420344816772029617e+01 4.463408085811899895e+01
4.951955205889721867e+01 5.421659208256548368e+01 4.464095004262915722e+01
4.952953839507583211e+01 5.422974225722563091e+01 4.464781353179039769e+01
4.953952416621991262e+01 5.424289868770887324e+01 4.465467133016307599e+01
4.954950937178477943e+01 5.425606136966957393e+01 4.466152344263750962e+01
4.955949401124973264e+01 5.426923029840504142e+01 4.466836987443709006e+01
4.956947808411826628e+01 5.428240546885227502e+01 4.467521063112132396e+01
4.957946158991821761e+01 5.429558687558471775e+01 4.468204571858893104e+01
4.958944452820198023e+01 5.430877451280903045e+01 4.468887514308085684e+01
4.959942689854666042e+01 5.432196837436186598e+01 4.469569891118334226e+01
4.960940870055427609e+01 5.433516845370666459e+01 4.470251702983092912e+01
4.961938993385192731e+01 5.434837474393046364e+01 4.470932950630948000e+01
4.962937059809196683e+01 5.436158723774071433e+01 4.471613634825918382e+01
4.963935069295219193e+01 5.437480592746215535e+01 4.472293756367752593e+01
4.964933021813599368e+01 5.438803080503363674e+01 4.472973316092224394e+01
4.965930917337254158e+01 5.440126186200502900e+01 4.473652314871430491e+01
4.966928755841696130e+01 5.441449908953411096e+01 4.474330753614080436e+01
4.967926537305049095e+01 5.442774247838350732e+01 4.475008633265787950e+01
4.968924261708064449e+01 5.444099201891761197e+01 4.475685954809361533e+01
4.969921929034138941e+01 5.445424770109958956e+01 4.476362719265089396e+01
4.970919539269328880e+01 5.446750951448834144e+01 4.477038927691024384e+01
4.971917092402368610e+01 5.448077744823553559e+01 4.477714581183265352e+01
4.972914588424684013e+01 5.449405149108266500e+01 4.478389680876237122e+01
4.973912027330408847e+01 5.450733163135811310e+01 4.479064227942967591e+01
4.974909409116401093e+01 5.452061785697425478e+01 4.479738223595361291e+01
4.975906733782256453e+01 5.453391015542459996e+01 4.480411669084470816e+01
4.976904001330324689e+01 5.454720851378096569e+01 4.481084565700765410e+01
4.977901211765723133e+01 5.456051291869066944e+01 4.481756914774396705e+01
4.978898365096351597e+01 5.457382335637375093e+01 4.482428717675460206e+01
4.979895461332905882e+01 5.458713981262026493e+01 4.483099975814254634e+01
4.980892500488892694e+01 5.460046227278756703e+01 4.483770690641537726e+01
4.981889482580642436e+01 5.461379072179766325e+01 4.484440863648777764e+01
4.982886407627323422e+01 5.462712514413460241e+01 4.485110496368402977e+01
4.983883275650954658e+01 5.464046552384187549e+01 4.485779590374044545e+01
4.984880086676417221e+01 5.465381184451990038e+01 4.486448147280779608e+01
4.985876840731468462e+01 5.466716408932350646e+01 4.487116168745367872e+01
4.986873537846754800e+01 5.468052224095949754e+01 4.487783656466482540e+01
4.987870178055820958e+01 5.469388628168424304e+01 4.488450612184941946e+01
4.988866761395124172e+01 5.470725619330131195e+01 4.489117037683931954e+01
4.989863287904044142e+01 5.472063195715917061e+01 4.489782934789226942e+01
4.990859757624894399e+01 5.473401355414889480e+01 4.490448305369403670e+01
4.991856170602933673e+01 5.474740096470198836e+01 4.491113151336054443e+01
4.992852526886375841e+01 5.476079416878820183e+01 4.491777474643991042e+01
4.993848826526399165e+01 5.477419314591340793e+01 4.492441277291447221e+01
4.994845069577156238e+01 5.478759787511756940e+01 4.493104561320274115e+01
4.995841256095784644e+01 5.480100833497272106e+01 4.493767328816130657e+01
4.996837386142414772e+01 5.481442450358103002e+01 4.494429581908669036e+01
4.997833459780179055e+01 5.482784635857290567e+01 4.495091322771717302e+01
4.998829477075219074e+01 5.484127387710516643e+01 4.495752553623450609e+01
4.999825438096696217e+01 5.485470703585927765e+01 4.496413276726562458e+01
5.000821342916795942e+01 5.486814581103962496e+01 4.497073494388428117e+01
5.001817191610737012e+01 5.488159017837189424e+01 4.497733208961260232e+01
5.002812984256778606e+01 5.489504011310145870e+01 4.498392422842262306e+01
5.003808720936225285e+01 5.490849558999189384e+01 4.499051138473772227e+01
5.004804401733434105e+01 5.492195658332349950e+01 4.499709358343402954e+01
5.005800026735820296e+01 5.493542306689192856e+01 4.500367084984173971e+01
5.006795596033861528e+01 5.494889501400687948e+01 4.501024320974637760e+01
5.007791109721105016e+01 5.496237239749082448e+01 4.501681068938999886e+01
5.008786567894169650e+01 5.497585518967787266e+01 4.502337331547231258e+01
5.009781970652750971e+01 5.498934336241263310e+01 4.502993111515174007e+01
5.010777318099624722e+01 5.500283688704921303e+01 4.503648411604642376e+01
5.011772610340650402e+01 5.501633573445025860e+01 4.504303234623512253e+01
5.012767847484774109e+01 5.502983987498607377e+01 4.504957583425807144e+01
5.013763029644029956e+01 5.504334927853381743e+01 4.505611460911776334e+01
5.014758156933543631e+01 5.505686391447679995e+01 4.506264870027964520e+01
5.015753229471532393e+01 5.507038375170382238e+01 4.506917813767273628e+01
5.016748247379306491e+01 5.508390875860862224e+01 4.507570295169019658e+01
5.017743210781270591e+01 5.509743890308940450e+01 4.508222317318977446e+01
5.018738119804923059e+01 5.511097415254842957e+01 4.508873883349422584e+01
5.019732974580855256e+01 5.512451447389171477e+01 4.509524996439161271e+01
5.020727775242752955e+01 5.513805983352880702e+01 4.510175659813554461e+01
5.021722521927392791e+01 5.515161019737262649e+01 4.510825876744532792e+01
5.022717214774641548e+01 5.516516553083943819e+01 4.511475650550602978e+01
5.023711853927453319e+01 5.517872579884886619e+01 4.512124984596847810e+01
5.024706439531868796e+01 5.519229096582402860e+01 4.512773882294916206e+01
5.025700971737009581e+01 5.520586099569175786e+01 4.513422347103002608e+01
5.026695450695076772e+01 5.521943585188289205e+01 4.514070382525822822e+01
5.027689876561345272e+01 5.523301549733267279e+01 4.514717992114576361e+01
5.028684249494160241e+01 5.524659989448126396e+01 4.515365179466902390e+01
5.029678569654932119e+01 5.526018900527429878e+01 4.516011948226826433e+01
5.030672837208130943e+01 5.527378279116359749e+01 4.516658302084697851e+01
5.031667052321279243e+01 5.528738121310790632e+01 4.517304244777118782e+01
5.032661215164947066e+01 5.530098423157379983e+01 4.517949780086861011e+01
5.033655325912744871e+01 5.531459180653664021e+01 4.518594911842778572e+01
5.034649384741315004e+01 5.532820389748165013e+01 4.519239643919708271e+01
5.035643391830323878e+01 5.534182046340505678e+01 4.519883980238358134e+01
5.036637347362454165e+01 5.535544146281539923e+01 4.520527924765193006e+01
5.037631251523396259e+01 5.536906685373486425e+01 4.521171481512304524e+01
5.038625104501836205e+01 5.538269659370075715e+01 4.521814654537274691e+01
5.039618906489448591e+01 5.539633063976709337e+01 4.522457447943028797e+01
5.040612657680884467e+01 5.540996894850623988e+01 4.523099865877677672e+01
5.041606358273760691e+01 5.542361147601071991e+01 4.523741912534353560e+01
5.042600008468648554e+01 5.543725817789506038e+01 4.524383592151032474e+01
5.043593608469060285e+01 5.545090900929778854e+01 4.525024909010347329e+01
5.044587158481439104e+01 5.546456392488353515e+01 4.525665867439393963e+01
5.045580658715144295e+01 5.547822287884518744e+01 4.526306471809523657e+01
5.046574109382437712e+01 5.549188582490621258e+01 4.526946726536127841e+01
5.047567510698469562e+01 5.550555271632304510e+01 4.527586636078412141e+01
5.048560862881264910e+01 5.551922350588760224e+01 4.528226204939160482e+01
5.049554166151707335e+01 5.553289814592989160e+01 4.528865437664489235e+01
5.050547420733524007e+01 5.554657658832071832e+01 4.529504338843590006e+01
5.051540626853268634e+01 5.556025878447452726e+01 4.530142913108463887e+01
5.052533784740305833e+01 5.557394468535233045e+01 4.530781165133646482e+01
5.053526894626793364e+01 5.558763424146472687e+01 4.531419099635920134e+01
5.054519956747663656e+01 5.560132740287506437e+01 4.532056721374015495e+01
5.055512971340608175e+01 5.561502411920268685e+01 4.532694035148308842e+01
5.056505938646055398e+01 5.562872433962629515e+01 4.533331045800500902e+01
5.057498858907154471e+01 5.564242801288739315e+01 4.533967758213292143e+01
5.058491732369753180e+01 5.565613508729387604e+01 4.534604177310044548e+01
5.059484559282380189e+01 5.566984551072370380e+01 4.535240308054434877e+01
5.060477339896220883e+01 5.568355923062868129e+01 4.535876155450096547e+01
5.061470074465100311e+01 5.569727619403833785e+01 4.536511724540251578e+01
5.062462763245458319e+01 5.571099634756394181e+01 4.537147020407333997e+01
5.063455406496328237e+01 5.572471963740257195e+01 4.537782048172601179e+01
5.064448004479314847e+01 5.573844600934135229e+01 4.538416812995736649e+01
5.065440557458570936e+01 5.575217540876174382e+01 4.539051320074441520e+01
5.066433065700773142e+01 5.576590778064394982e+01 4.539685574644018828e+01
5.067425529475098500e+01 5.577964306957144913e+01 4.540319581976943653e+01
5.068417949053199578e+01 5.579338121973560760e+01 4.540953347382426841e+01
5.069410324709178894e+01 5.580712217494039606e+01 4.541586876205968792e+01
5.070402656719564760e+01 5.582086587860721494e+01 4.542220173828900442e+01
5.071394945363284279e+01 5.583461227377983249e+01 4.542853245667919282e+01
5.072387190921636346e+01 5.584836130312937996e+01 4.543486097174611871e+01
5.073379393678266780e+01 5.586211290895950299e+01 4.544118733834969248e+01
5.074371553919139188e+01 5.587586703321156989e+01 4.544751161168890263e+01
5.075363671932507259e+01 5.588962361746999363e+01 4.545383384729679221e+01
5.076355748008887758e+01 5.590338260296766038e+01 4.546015410103532162e+01
5.077347782441031399e+01 5.591714393059141486e+01 4.546647242909013187e+01
5.078339775523892996e+01 5.593090754088769501e+01 4.547278888796522978e+01
5.079331727554603049e+01 5.594467337406823049e+01 4.547910353447759491e+01
5.080323638832437183e+01 5.595844137001581231e+01 4.548541642575167288e+01
5.081315509658786311e+01 5.597221146829020455e+01 4.549172761921379049e+01
5.082307340337125368e+01 5.598598360813412000e+01 4.549803717258648561e+01
5.083299131172982754e+01 5.599975772847925981e+01 4.550434514388277307e+01
5.084290882473909789e+01 5.601353376795248806e+01 4.551065159140028271e+01
5.085282594549445889e+01 5.602731166488206327e+01 4.551695657371534764e+01
5.086274267711090147e+01 5.604109135730396218e+01 4.552326014967701440e+01
5.087265902272265095e+01 5.605487278296828890e+01 4.552956237840093934e+01
5.088257498548286861e+01 5.606865587934576212e+01 4.553586331926324959e+01
5.089249056856329645e+01 5.608244058363428053e+01 4.554216303189429738e+01
5.090240577515393738e+01 5.609622683276558774e+01 4.554846157617234326e+01
5.091232060846270713e+01 5.611001456341198690e+01 4.555475901221718260e+01
5.092223507171507890e+01 5.612380371199313345e+01 4.556105540038366541e+01
5.093214916815377080e+01 5.613759421468292032e+01 4.556735080125518778e+01
5.094206290103836210e+01 5.615138600741644126e+01 4.557364527563707668e+01
5.095197627364495219e+01 5.616517902589698963e+01 4.557993888454993936e+01
5.096188928926581951e+01 5.617897320560314967e+01 4.558623168922291313e+01
5.097180195120905211e+01 5.619276848179595873e+01 4.559252375108687261e+01
5.098171426279817098e+01 5.620656478952612645e+01 4.559881513176758716e+01
5.099162622737179618e+01 5.622036206364131061e+01 4.560510589307878604e+01
5.100153784828325598e+01 5.623416023879346426e+01 4.561139609701516662e+01
5.101144912890023875e+01 5.624795924944625369e+01 4.561768580574538845e+01
5.102136007260440920e+01 5.626175902988250499e+01 4.562397508160496784e+01
5.103127068279103185e+01 5.627555951421172153e+01 4.563026398708912978e+01
5.104118096286860151e+01 5.628936063637765841e+01 4.563655258484562438e+01
5.105109091625847384e+01 5.630316233016593941e+01 4.564284093766747219e+01
5.106100054639446739e+01 5.631696452921173801e+01 4.564912910848568117e+01
5.107090985672249417e+01 5.633076716700748676e+01 4.565541716036190678e+01
5.108081885070016881e+01 5.634457017691062930e+01 4.566170515648109074e+01
5.109072753179643911e+01 5.635837349215144343e+01 4.566799316014400745e+01
5.110063590349117391e+01 5.637217704584087130e+01 4.567428123475984592e+01
5.111054396927479360e+01 5.638598077097842065e+01 4.568056944383867801e+01
5.112045173264787223e+01 5.639978460046005182e+01 4.568685785098396934e+01
5.113035919712075383e+01 5.641358846708615715e+01 4.569314651988497644e+01
5.114026636621315447e+01 5.642739230356954039e+01 4.569943551430919371e+01
5.115017324345375727e+01 5.644119604254341027e+01 4.570572489809472216e+01
5.116007983237984291e+01 5.645499961656943810e+01 4.571201473514260272e+01
5.116998613653687045e+01 5.646880295814582240e+01 4.571830508940919202e+01
5.117989215947809356e+01 5.648260599971534646e+01 4.572459602489844599e+01
5.118979790476415559e+01 5.649640867367351404e+01 4.573088760565421040e+01
5.119970337596270582e+01 5.651021091237664962e+01 4.573717989575252574e+01
5.120960857664798027e+01 5.652401264815004112e+01 4.574347295929385382e+01
5.121951351040041800e+01 5.653781381329608990e+01 4.574976686039536133e+01
5.122941818080626319e+01 5.655161434010245358e+01 4.575606166318315360e+01
5.123932259145715307e+01 5.656541416085023144e+01 4.576235743178449411e+01
5.124922674594972705e+01 5.657921320782210728e+01 4.576865423032004543e+01
5.125913064788522178e+01 5.659301141331054907e+01 4.577495212289611004e+01
5.126903430086908031e+01 5.660680870962595890e+01 4.578125117359684282e+01
5.127893770851055422e+01 5.662060502910485127e+01 4.578755144647647768e+01
5.128884087442228434e+01 5.663440030411801729e+01 4.579385300555158267e+01
5.129874380221993135e+01 5.664819446707867456e+01 4.580015591479327952e+01
5.130864649552174939e+01 5.666198745045062424e+01 4.580646023811951295e+01
5.131854895794820948e+01 5.667577918675637250e+01 4.581276603938729863e+01
5.132845119312160165e+01 5.668956960858526628e+01 4.581907338238501382e+01
5.133835320466561569e+01 5.670335864860157926e+01 4.582538233082468082e+01
5.134825499620497880e+01 5.671714623955260492e+01 4.583169294833428609e+01
5.135815657136504342e+01 5.673093231427671412e+01 4.583800529845010630e+01
5.136805793377139651e+01 5.674471680571139842e+01 4.584431944460907005e+01
5.137795908704946157e+01 5.675849964690126370e+01 4.585063545014114084e+01
5.138786003482412212e+01 5.677228077100603088e+01 4.585695337826170714e+01
5.139776078071932375e+01 5.678606011130847975e+01 4.586327329206405778e+01
5.140766132835769753e+01 5.679983760122235026e+01 4.586959525451181463e+01
5.141756168136014793e+01 5.681361317430024371e+01 4.587591932843146481e+01
5.142746184334550463e+01 5.682738676424145297e+01 4.588224557650489999e+01
5.143736181793011042e+01 5.684115830489975707e+01 4.588857406126199123e+01
5.144726160872745169e+01 5.685492773029119462e+01 4.589490484507320645e+01
5.145716121934778897e+01 5.686869497460177314e+01 4.590123799014229178e+01
5.146706065339776615e+01 5.688245997219511452e+01 4.590757355849897436e+01
5.147695991448004094e+01 5.689622265762010045e+01 4.591391161199171478e+01
5.148685900619292255e+01 5.690998296561841130e+01 4.592025221228052345e+01
5.149675793212998087e+01 5.692374083113205785e+01 4.592659542082981972e+01
5.150665669587969830e+01 5.693749618931082068e+01 4.593294129890134769e+01
5.151655530102509317e+01 5.695124897551964693e+01 4.593928990754712771e+01
5.152645375114337156e+01 5.696499912534600440e+01 4.594564130760250009e+01
5.153635204980555073e+01 5.697874657460712911e+01 4.595199555967919736e+01
5.154625020057611096e+01 5.699249125935725857e+01 4.595835272415850881e+01
5.155614820701264023e+01 5.700623311589476572e+01 4.596471286118447352e+01
5.156604607266549323e+01 5.701997208076923584e+01 4.597107603065715153e+01
5.157594380107742182e+01 5.703370809078847969e+01 4.597744229222598022e+01
5.158584139578324113e+01 5.704744108302545413e+01 4.598381170528318052e+01
5.159573886030950263e+01 5.706117099482514732e+01 4.599018432895722697e+01
5.160563619817412473e+01 5.707489776381135016e+01 4.599656022210640316e+01
5.161553341288608010e+01 5.708862132789335675e+01 4.600293944331243523e+01
5.162543050794506172e+01 5.710234162527262214e+01 4.600932205087418936e+01
5.163532748684113471e+01 5.711605859444929933e+01 4.601570810280144030e+01
5.164522435305444503e+01 5.712977217422869813e+01 4.602209765680873232e+01
5.165512111005486418e+01 5.714348230372769422e+01 4.602849077030931824e+01
5.166501776130168366e+01 5.715718892238101034e+01 4.603488750040917665e+01
5.167491431024331661e+01 5.717089196994744782e+01 4.604128790390110737e+01
5.168481076031695665e+01 5.718459138651599716e+01 4.604769203725891202e+01
5.169470711494829374e+01 5.719828711251189901e+01 4.605409995663167422e+01
5.170460337755120861e+01 5.721197908870256299e+01 4.606051171783809650e+01
5.171449955152745304e+01 5.722566725620345096e+01 4.606692737636095814e+01
5.172439564026638692e+01 5.723935155648382533e+01 4.607334698734165102e+01
5.173429164714465855e+01 5.725303193137241209e+01 4.607977060557478666e+01
5.174418757552593462e+01 5.726670832306299275e+01 4.608619828550293107e+01
5.175408342876060885e+01 5.728038067411986844e+01 4.609263008121138228e+01
5.176397921018552495e+01 5.729404892748323874e+01 4.609906604642309702e+01
5.177387492312369943e+01 5.730771302647448806e+01 4.610550623449367436e+01
5.178377057088405877e+01 5.732137291480135843e+01 4.611195069840644578e+01
5.179366615676115515e+01 5.733502853656304410e+01 4.611839949076765777e+01
5.180356168403493200e+01 5.734867983625515819e+01 4.612485266380176796e+01
5.181345715597043267e+01 5.736232675877461418e+01 4.613131026934680534e+01
5.182335257581757304e+01 5.737596924942440069e+01 4.613777235884987959e+01
5.183324794681088576e+01 5.738960725391824269e+01 4.614423898336272600e+01
5.184314327216926443e+01 5.740324071838517739e+01 4.615071019353740667e+01
5.185303855509574333e+01 5.741686958937401641e+01 4.615718603962208988e+01
5.186293379877723453e+01 5.743049381385770147e+01 4.616366657145691477e+01
5.187282900638432181e+01 5.744411333923753205e+01 4.617015183846999804e+01
5.188272418107101913e+01 5.745772811334734342e+01 4.617664188967349048e+01
5.189261932597455029e+01 5.747133808445750702e+01 4.618313677365979686e+01
5.190251444421513582e+01 5.748494320127888102e+01 4.618963653859783847e+01
5.191240953889577980e+01 5.749854341296661886e+01 4.619614123222945778e+01
5.192230461310205669e+01 5.751213866912388539e+01 4.620265090186592261e+01
5.193219966990190528e+01 5.752572891980545222e+01 4.620916559438451543e+01
5.194209471234542974e+01 5.753931411552120068e+01 4.621568535622524365e+01
5.195198974346470777e+01 5.755289420723950400e+01 4.622221023338765633e+01
5.196188476627361297e+01 5.756646914639050294e+01 4.622874027142775333e+01
5.197177978376760166e+01 5.758003888486927480e+01 4.623527551545499392e+01
5.198167479892354947e+01 5.759360337503888871e+01 4.624181601012944043e+01
5.199156981469956662e+01 5.760716256973334026e+01 4.624836179965896577e+01
5.200146483403484154e+01 5.762071642226042911e+01 4.625491292779660313e+01
5.201135985984945620e+01 5.763426488640444489e+01 4.626146943783797383e+01
5.202125489504422973e+01 5.764780791642881752e+01 4.626803137261882171e+01
5.203114994250056924e+01 5.766134546707862540e+01 4.627459877451267545e+01
