x1 x2 x3
3.447064382584544617e+00 3.116829973193027570e+00 2.523199828314348636e+00
3.455942180905822170e+00 3.128594864188234848e+00 2.532557138997863611e+00
3.464823000780755002e+00 3.140355028685658301e+00 2.541916154625507573e+00
3.473706836934463027e+00 3.152110479916685915e+00 2.551276867240772184e+00
3.482593684062389006e+00 3.163861231107107930e+00 2.560639268922423994e+00
3.491483536830828349e+00 3.175607295476644776e+00 2.570003351784447609e+00
3.500376389877454031e+00 3.187348686238479001e+00 2.579369107975987507e+00
3.509272237811837059e+00 3.199085416598795639e+00 2.588736529681287646e+00
3.518171075215963395e+00 3.210817499756327464e+00 2.598105609119629733e+00
3.527072896644743771e+00 3.222544948901906459e+00 2.607476338545270167e+00
3.535977696626523059e+00 3.234267777218022832e+00 2.616848710247374310e+00
3.544885469663580313e+00 3.245985997878388485e+00 2.626222716549951208e+00
3.553796210232628372e+00 3.257699624047507125e+00 2.635598349811784757e+00
3.562709912785306354e+00 3.269408668880250612e+00 2.644975602426363093e+00
3.571626571748668599e+00 3.281113145521441954e+00 2.654354466821809755e+00
3.580546181525669169e+00 3.292813067105442304e+00 2.663734935460809083e+00
3.589468736495641910e+00 3.304508446755745510e+00 2.673117000840532942e+00
3.598394231014776068e+00 3.316199297584577987e+00 2.682500655492566111e+00
3.607322659416587030e+00 3.327885632692504370e+00 2.691885891982829015e+00
3.616254016012382611e+00 3.339567465168038929e+00 2.701272702911499124e+00
3.625188295091726243e+00 3.351244808087261884e+00 2.710661080912932785e+00
3.634125490922894386e+00 3.362917674513442812e+00 2.720051018655583963e+00
3.643065597753329943e+00 3.374586077496668945e+00 2.729442508841922077e+00
3.652008609810092565e+00 3.386250030073478356e+00 2.738835544208350292e+00
3.660954521300301856e+00 3.397909545266499354e+00 2.748230117525119809e+00
3.669903326411579680e+00 3.409564636084095213e+00 2.757626221596245930e+00
3.678855019312485819e+00 3.421215315520014677e+00 2.767023849259420132e+00
3.687809594152950066e+00 3.432861596553046457e+00 2.776422993385923910e+00
3.696767045064700330e+00 3.444503492146680390e+00 2.785823646880539517e+00
3.705727366161686742e+00 3.456141015248773929e+00 2.795225802681459815e+00
3.714690551540500429e+00 3.467774178791221740e+00 2.804629453760198121e+00
3.723656595280790071e+00 3.479402995689633737e+00 2.814034593121496730e+00
3.732625491445671795e+00 3.491027478843015341e+00 2.823441213803233207e+00
3.741597234082137291e+00 3.502647641133454393e+00 2.832849308876328465e+00
3.750571817221457049e+00 3.514263495425812067e+00 2.842258871444650836e+00
3.759549234879578705e+00 3.525875054567420008e+00 2.851669894644921488e+00
3.768529481057522723e+00 3.537482331387780565e+00 2.861082371646616718e+00
3.777512549741772752e+00 3.549085338698274139e+00 2.870496295651872920e+00
3.786498434904662869e+00 3.560684089291869636e+00 2.879911659895387555e+00
3.795487130504760831e+00 3.572278595942839807e+00 2.889328457644319670e+00
3.804478630487246438e+00 3.583868871406482359e+00 2.898746682198191316e+00
3.813472928784287674e+00 3.595454928418845064e+00 2.908166326888787623e+00
3.822470019315411083e+00 3.607036779696454865e+00 2.917587385080054219e+00
3.831469895987869023e+00 3.618614437936053640e+00 2.927009850167997307e+00
3.840472552697003827e+00 3.630187915814335753e+00 2.936433715580580195e+00
3.849477983326607511e+00 3.641757225987692248e+00 2.945858974777619821e+00
3.858486181749276600e+00 3.653322381091958615e+00 2.955285621250684169e+00
3.867497141826765183e+00 3.664883393742166984e+00 2.964713648522987022e+00
3.876510857410332633e+00 3.676440276532303209e+00 2.974143050149283152e+00
3.885527322341088663e+00 3.687993042035067059e+00 2.983573819715763076e+00
3.894546530450333943e+00 3.699541702801638188e+00 2.993005950839946472e+00
3.903568475559897166e+00 3.711086271361446087e+00 3.002439437170575598e+00
3.912593151482468112e+00 3.722626760221942721e+00 3.011874272387507823e+00
3.921620552021928940e+00 3.734163181868380921e+00 3.021310450201608599e+00
3.930650670973678817e+00 3.745695548763596783e+00 3.030747964354642665e+00
3.939683502124958103e+00 3.757223873347795173e+00 3.040186808619165237e+00
3.948719039255165431e+00 3.768748168038339674e+00 3.049626976798413214e+00
3.957757276136175673e+00 3.780268445229546970e+00 3.059068462726195925e+00
3.966798206532649917e+00 3.791784717292485229e+00 3.068511260266783225e+00
3.975841824202345443e+00 3.803296996574775601e+00 3.077955363314797577e+00
3.984888122896419915e+00 3.814805295400397256e+00 3.087400765795101698e+00
3.993937096359733374e+00 3.826309626069498648e+00 3.096847461662687095e+00
4.002988738331146656e+00 3.837810000858208781e+00 3.106295444902563929e+00
4.012043042543814941e+00 3.849306432018456459e+00 3.115744709529647327e+00
4.021100002725482625e+00 3.860798931777789988e+00 3.125195249588646806e+00
4.030159612598766650e+00 3.872287512339200877e+00 3.134647059153952142e+00
4.039221865881444273e+00 3.883772185880953298e+00 3.144100132329522346e+00
4.048286756286734622e+00 3.895252964556414454e+00 3.153554463248770645e+00
4.057354277523575803e+00 3.906729860493891149e+00 3.163010046074452575e+00
4.066424423296901125e+00 3.918202885796467250e+00 3.172466874998550956e+00
4.075497187307909108e+00 3.929672052541846483e+00 3.181924944242163988e+00
4.084572563254333488e+00 3.941137372782197001e+00 3.191384248055388895e+00
4.093650544830707894e+00 3.952598858544002169e+00 3.200844780717209126e+00
4.102731125728628747e+00 3.964056521827910906e+00 3.210306536535378896e+00
4.111814299637014614e+00 3.975510374608594244e+00 3.219769509846309941e+00
4.120900060242359331e+00 3.986960428834604109e+00 3.229233695014954719e+00
4.129988401228989581e+00 3.998406696428235652e+00 3.238699086434693175e+00
4.139079316279310916e+00 4.009849189285390914e+00 3.248165678527215938e+00
4.148172799074057338e+00 4.021287919275449596e+00 3.257633465742410639e+00
4.157268843292532878e+00 4.032722898241139831e+00 3.267102442558245112e+00
4.166367442612853189e+00 4.044154137998411613e+00 3.276572603480653267e+00
4.175468590712185346e+00 4.055581650336315569e+00 3.286043943043417848e+00
4.184572281266979665e+00 4.067005447016883046e+00 3.295516455808055856e+00
4.193678507953204182e+00 4.078425539775011543e+00 3.304990136363702646e+00
4.202787264446572912e+00 4.089841940318349245e+00 3.314464979326996019e+00
4.211898544422773227e+00 4.101254660327184887e+00 3.323940979341959867e+00
4.221012341557687009e+00 4.112663711454342064e+00 3.333418131079889157e+00
4.230128649527613582e+00 4.124069105325071760e+00 3.342896429239232692e+00
4.239247462009486433e+00 4.135470853536951985e+00 3.352375868545478976e+00
4.248368772681089922e+00 4.146868967659789185e+00 3.361856443751038537e+00
4.257492575221268893e+00 4.158263459235520543e+00 3.371338149635128456e+00
4.266618863310140952e+00 4.169654339778119834e+00 3.380820981003656911e+00
4.275747630629301632e+00 4.181041620773509493e+00 3.390304932689106820e+00
4.284878870862031341e+00 4.192425313679467358e+00 3.399789999550419495e+00
4.294012577693492538e+00 4.203805429925545845e+00 3.409276176472879616e+00
4.303148744810934012e+00 4.215181980912984905e+00 3.418763458367998886e+00
4.312287365903882730e+00 4.226554978014633868e+00 3.428251840173401011e+00
4.321428434664341012e+00 4.237924432574872391e+00 3.437741316852704454e+00
4.330571944786974825e+00 4.249290355909534966e+00 3.447231883395407870e+00
4.339717889969306519e+00 4.260652759305836312e+00 3.456723534816775079e+00
4.348866263911896013e+00 4.272011654022302984e+00 3.466216266157718273e+00
4.358017060318529978e+00 4.283367051288704097e+00 3.475710072484683888e+00
4.367170272896397698e+00 4.294718962305983823e+00 3.485204948889536247e+00
4.376325895356274032e+00 4.306067398246200106e+00 3.494700890489443879e+00
4.385483921412694386e+00 4.317412370252461606e+00 3.504197892426762717e+00
4.394644344784127021e+00 4.328753889438868185e+00 3.513695949868922863e+00
4.403807159193148024e+00 4.340091966890456732e+00 3.523195058008312675e+00
4.412972358366608283e+00 4.351426613663143428e+00 3.532695212062165080e+00
4.422139936035801355e+00 4.362757840783673124e+00 3.542196407272442560e+00
4.431309885936626003e+00 4.374085659249568714e+00 3.551698638905723016e+00
4.440482201809751395e+00 4.385410080029081392e+00 3.561201902253085194e+00
4.449656877400775201e+00 4.396731114061146251e+00 3.570706192629996334e+00
4.458833906460382579e+00 4.408048772255338754e+00 3.580211505376196701e+00
4.468013282744499826e+00 4.419363065491832110e+00 3.589717835855586348e+00
4.477195000014450699e+00 4.430674004621355522e+00 3.599225179456112311e+00
4.486379052037103854e+00 4.441981600465158664e+00 3.608733531589655374e+00
4.495565432585025611e+00 4.453285863814976153e+00 3.618242887691916820e+00
4.504754135436623841e+00 4.464586805432989358e+00 3.627753243222305191e+00
4.513945154376293623e+00 4.475884436051799753e+00 3.637264593663824819e+00
4.523138483194560244e+00 4.487178766374395167e+00 3.646776934522962588e+00
4.532334115688219534e+00 4.498469807074122251e+00 3.656290261329576463e+00
4.541532045660474637e+00 4.509757568794659832e+00 3.665804569636783139e+00
4.550732266921076352e+00 4.521042062149994933e+00 3.675319855020846571e+00
4.559934773286451914e+00 4.532323297724398792e+00 3.684836113081066955e+00
4.569139558579842664e+00 4.543601286072406431e+00 3.694353339439668815e+00
4.578346616631431054e+00 4.554876037718796233e+00 3.703871529741690871e+00
4.587555941278469440e+00 4.566147563158573952e+00 3.713390679654875015e+00
4.596767526365407974e+00 4.577415872856954948e+00 3.722910784869555734e+00
4.605981365744017175e+00 4.588680977249350867e+00 3.732431841098549974e+00
4.615197453273512274e+00 4.599942886741356318e+00 3.741953844077048785e+00
4.624415782820673115e+00 4.611201611708739101e+00 3.751476789562505409e+00
4.633636348259962290e+00 4.622457162497427774e+00 3.761000673334527367e+00
4.642859143473642369e+00 4.633709549423507212e+00 3.770525491194767653e+00
4.652084162351891372e+00 4.644958782773210615e+00 3.780051238966815497e+00
4.661311398792916449e+00 4.656204872802913286e+00 3.789577912496087553e+00
4.670540846703064908e+00 4.667447829739131748e+00 3.799105507649720437e+00
4.679772499996933455e+00 4.678687663778520189e+00 3.808634020316463253e+00
4.689006352597476557e+00 4.689924385087871350e+00 3.818163446406568795e+00
4.698242398436112133e+00 4.701158003804116525e+00 3.827693781851687405e+00
4.707480631452827247e+00 4.712388530034329115e+00 3.837225022604759506e+00
4.716721045596280248e+00 4.723615973855726402e+00 3.846757164639909465e+00
4.725963634823900250e+00 4.734840345315677546e+00 3.856290203952338569e+00
4.735208393101988378e+00 4.746061654431708021e+00 3.865824136558219770e+00
4.744455314405815471e+00 4.757279911191508504e+00 3.875358958494591555e+00
4.753704392719718008e+00 4.768495125552944636e+00 3.884894665819253134e+00
4.762955622037190473e+00 4.779707307444066799e+00 3.894431254610658755e+00
4.772208996360981281e+00 4.790916466763121662e+00 3.903968720967813333e+00
4.781464509703181598e+00 4.802122613378565497e+00 3.913507061010168542e+00
4.790722156085316819e+00 4.813325757129080174e+00 3.923046270877518449e+00
4.799981929538433612e+00 4.824525907823586479e+00 3.932586346729895155e+00
4.809243824103186071e+00 4.835723075241261881e+00 3.942127284747466653e+00
4.818507833829922760e+00 4.846917269131558292e+00 3.951669081130433359e+00
4.827773952778767530e+00 4.858108499214221609e+00 3.961211732098925076e+00
4.837042175019703016e+00 4.869296775179312142e+00 3.970755233892898861e+00
4.846312494632652346e+00 4.880482106687224153e+00 3.980299582772037770e+00
4.855584905707555521e+00 4.891664503368709838e+00 3.989844775015648715e+00
4.864859402344449357e+00 4.902843974824904194e+00 3.999390806922560770e+00
4.874135978653542089e+00 4.914020530627347227e+00 4.008937674811025254e+00
4.883414628755289755e+00 4.925194180318010595e+00 4.018485375018614469e+00
4.892695346780467247e+00 4.936364933409325140e+00 4.028033903902121793e+00
4.901978126870243813e+00 4.947532799384208424e+00 4.037583257837461304e+00
4.911262963176251439e+00 4.958697787696093151e+00 4.047133433219569199e+00
4.920549849860653246e+00 4.969859907768955587e+00 4.056684426462305204e+00
4.929838781096213651e+00 4.981019168997349311e+00 4.066236233998351324e+00
4.939129751066363205e+00 4.992175580746434527e+00 4.075788852279115915e+00
4.948422753965265208e+00 5.003329152352012699e+00 4.085342277774635988e+00
4.957717783997879657e+00 5.014479893120557641e+00 4.094896506973476846e+00
4.967014835380024529e+00 5.025627812329252819e+00 4.104451536382636156e+00
