Filename,Nentropie,Ninfomut,Nfree_energy
ic_0_k_0_V_10_noise_0.npy,"{(1,): 3.856585039177835, (2,): 3.2714672640212337, (3,): 3.699619612467002, (4,): 3.8063449444070105, (5,): 3.0160533304484938, (6,): 3.4134795282777524, (1, 2): 4.796300778191275, (1, 3): 4.583911903096694, (1, 4): 5.29372132084357, (1, 5): 5.375913278951727, (1, 6): 4.755240206401256, (2, 3): 4.919254003501745, (2, 4): 5.2677005540114985, (2, 5): 5.137702434253613, (2, 6): 4.365110651552479, (3, 4): 5.273509630880806, (3, 5): 5.418537782750613, (3, 6): 4.982317380783406, (4, 5): 5.229531887201813, (4, 6): 5.092710925680062, (5, 6): 5.185708992879303, (1, 2, 3): 5.4641332708150605, (1, 2, 4): 6.053521821694072, (1, 2, 5): 5.889688777704388, (1, 2, 6): 5.476779752551152, (1, 3, 4): 5.861693017226506, (1, 3, 5): 5.97811842036247, (1, 3, 6): 5.372780516606923, (1, 4, 5): 6.20926715148099, (1, 4, 6): 6.012172763961064, (1, 5, 6): 6.066865730148841, (2, 3, 4): 6.148473193080853, (2, 3, 5): 5.980491721400688, (2, 3, 6): 5.600205331227917, (2, 4, 5): 6.010299670386901, (2, 4, 6): 5.88791480444077, (2, 5, 6): 5.845857865676182, (3, 4, 5): 6.370230507954501, (3, 4, 6): 6.199800155186236, (3, 5, 6): 6.227406216422299, (4, 5, 6): 5.915126657518882, (1, 2, 3, 4): 6.479700550150183, (1, 2, 3, 5): 6.3853552687698905, (1, 2, 3, 6): 5.959808803895139, (1, 2, 4, 5): 6.6683723648729165, (1, 2, 4, 6): 6.445283995552679, (1, 2, 5, 6): 6.426639179654044, (1, 3, 4, 5): 6.7031477301794276, (1, 3, 4, 6): 6.466147373788815, (1, 3, 5, 6): 6.508086950813749, (1, 4, 5, 6): 6.681464250038673, (2, 3, 4, 5): 6.7513709570269755, (2, 3, 4, 6): 6.559297785519462, (2, 3, 5, 6): 6.522519014241095, (2, 4, 5, 6): 6.523922612817826, (3, 4, 5, 6): 6.841924682751773, (1, 2, 3, 4, 5): 7.041636351235503, (1, 2, 3, 4, 6): 6.8074590012248315, (1, 2, 3, 5, 6): 6.788339488760751, (1, 2, 4, 5, 6): 7.0067656993195895, (1, 3, 4, 5, 6): 7.080699036700854, (2, 3, 4, 5, 6): 7.099222552695249, (1, 2, 3, 4, 5, 6): 7.324055956703988}","{(1,): 3.856585039177835, (2,): 3.2714672640212337, (3,): 3.699619612467002, (4,): 3.8063449444070105, (5,): 3.0160533304484938, (6,): 3.4134795282777524, (1, 2): 2.3317515250077934, (1, 3): 2.972292748548143, (1, 4): 2.3692086627412756, (1, 5): 1.4967250906746017, (1, 6): 2.514824361054332, (2, 3): 2.051832872986491, (2, 4): 1.8101116544167457, (2, 5): 1.1498181602161148, (2, 6): 2.3198361407465065, (3, 4): 2.2324549259932063, (3, 5): 1.297135160164883, (3, 6): 2.1307817599613488, (4, 5): 1.5928663876536913, (4, 6): 2.1271135470047016, (5, 6): 1.2438238658469425, (1, 2, 3): 1.9923385016914175, (1, 2, 4): 1.6301964162538063, (1, 2, 5): 0.7238779199553349, (1, 2, 6): 2.101659947882962, (1, 3, 4): 2.0730997584572837, (1, 3, 5): 1.1720134376567657, (1, 3, 6): 2.0209952062481573, (1, 4, 5): 0.9890839785172183, (1, 4, 6): 1.9469098228987747, (1, 5, 6): 1.0361211498206355, (2, 3, 4): 1.46544082558205, (2, 3, 5): 0.4921377078314464, (2, 3, 6): 1.718089700156276, (2, 4, 5): 0.4692303337967152, (2, 4, 6): 1.653684409902727, (2, 5, 6): 0.8583359097382672, (3, 4, 5): 0.9706690944437737, (3, 4, 6): 1.7707063029937276, (3, 5, 6): 0.7699945312022258, (4, 5, 6): 0.6430526548909601, (1, 2, 3, 4): 1.547739422213799, (1, 2, 3, 5): 0.5391819868816183, (1, 2, 3, 6): 1.7931065877228836, (1, 2, 4, 5): 0.3439853809945097, (1, 2, 4, 6): 1.7621974862980698, (1, 2, 5, 6): 0.7941617661221807, (1, 3, 4, 5): 0.9196384896201604, (1, 3, 4, 6): 1.7749168358357208, (1, 3, 5, 6): 0.8211918982348676, (1, 4, 5, 6): 0.6816042834244636, (2, 3, 4, 5): 0.3053729945396224, (2, 3, 4, 6): 1.5674039011793184, (2, 3, 5, 6): 0.5234306099793136, (2, 4, 5, 6): 0.36415600678063154, (3, 4, 5, 6): 0.6238196697543996, (1, 2, 3, 4, 5): 0.3735936491807621, (1, 2, 3, 4, 6): 1.6924141525171468, (1, 2, 3, 5, 6): 0.6254652363329596, (1, 2, 4, 5, 6): 0.4928673683124192, (1, 3, 4, 5, 6): 0.6943683313059701, (2, 3, 4, 5, 6): 0.4208740597595071, (1, 2, 3, 4, 5, 6): 0.5342299868262925}","{(1,): 0.0, (2,): 0.0, (3,): 0.0, (4,): 0.0, (5,): 0.0, (6,): 0.0, (1, 2): 2.3317515250077934, (1, 3): 2.972292748548143, (1, 4): 2.3692086627412756, (1, 5): 1.4967250906746017, (1, 6): 2.514824361054332, (2, 3): 2.051832872986491, (2, 4): 1.8101116544167457, (2, 5): 1.1498181602161148, (2, 6): 2.3198361407465065, (3, 4): 2.2324549259932063, (3, 5): 1.297135160164883, (3, 6): 2.1307817599613488, (4, 5): 1.5928663876536913, (4, 6): 2.1271135470047016, (5, 6): 1.2438238658469425, (1, 2, 3): 5.363538644851011, (1, 2, 4): 4.880875425912007, (1, 2, 5): 4.254416855943175, (1, 2, 6): 5.064752078925669, (1, 3, 4): 5.500856578825341, (1, 3, 5): 4.594139561730861, (1, 3, 6): 5.596903663315667, (1, 4, 5): 4.4697161625523485, (1, 4, 6): 5.064236747901535, (1, 5, 6): 4.21925216775524, (2, 3, 4): 4.628958627814394, (2, 3, 5): 4.006648485536041, (2, 3, 6): 4.78436107353807, (2, 4, 5): 4.083565868489837, (2, 4, 6): 4.603376932265226, (2, 5, 6): 3.8551422570712983, (3, 4, 5): 4.151787379368006, (3, 4, 6): 4.719643929965529, (3, 5, 6): 3.9017462547709485, (4, 5, 6): 4.320751145614374, (1, 2, 3, 4): 8.154316309922898, (1, 2, 3, 5): 7.458369977344674, (1, 2, 3, 6): 8.281342640048685, (1, 2, 4, 5): 7.282078213181657, (1, 2, 4, 6): 7.902592780331152, (1, 2, 5, 6): 7.130945982271271, (1, 3, 4, 5): 7.6754551963209146, (1, 3, 4, 6): 8.309881750540786, (1, 3, 5, 6): 7.477650559557335, (1, 4, 5, 6): 7.410998592272418, (2, 3, 4, 5): 7.042114194316764, (2, 3, 4, 6): 7.631613563653538, (2, 3, 5, 6): 6.878100720973387, (2, 4, 5, 6): 6.983422454336665, (3, 4, 5, 6): 7.093572732848487, (1, 2, 3, 4, 5): 10.608433839286072, (1, 2, 3, 4, 6): 11.240037387126002, (1, 2, 3, 5, 6): 10.468865285631566, (1, 2, 4, 5, 6): 10.357164407012736, (1, 3, 4, 5, 6): 10.71138341807724, (2, 3, 4, 5, 6): 10.107742126926244, (1, 2, 3, 4, 5, 6): 13.739493762095343}"
ic_1_k_0_V_10_noise_10.npy,"{(1,): 3.8732587769147475, (2,): 3.407567927698431, (3,): 3.832506263871269, (4,): 2.943509024701626, (5,): 3.6528801391769, (6,): 3.602485544263889, (1, 2): 5.2595892649000815, (1, 3): 4.500458500976027, (1, 4): 6.0350753062141465, (1, 5): 6.215344509165858, (1, 6): 5.302110602868892, (2, 3): 5.189172509398864, (2, 4): 5.5480903370396755, (2, 5): 6.025864763650109, (2, 6): 5.5923740151015595, (3, 4): 6.002413712865099, (3, 5): 6.111433694647042, (3, 6): 5.254100763308518, (4, 5): 5.83185167200659, (4, 6): 5.837618564481096, (5, 6): 6.169813563571983, (1, 2, 3): 5.817823182956407, (1, 2, 4): 6.694007820906155, (1, 2, 5): 6.71107697428273, (1, 2, 6): 6.396515004488905, (1, 3, 4): 6.5426547130077735, (1, 3, 5): 6.632294747993936, (1, 3, 6): 5.625573694018881, (1, 4, 5): 7.110999296029293, (1, 4, 6): 6.946769323122318, (1, 5, 6): 7.212820236622771, (2, 3, 4): 6.7183848694136, (2, 3, 5): 6.674136826236838, (2, 3, 6): 6.327969988961968, (2, 4, 5): 6.987661804311745, (2, 4, 6): 7.0435334759989, (2, 5, 6): 7.184995941747068, (3, 4, 5): 7.0368106738254825, (3, 4, 6): 6.922922920672766, (3, 5, 6): 7.1651193149767005, (4, 5, 6): 6.824586391724772, (1, 2, 3, 4): 7.069167581219096, (1, 2, 3, 5): 7.065587398461061, (1, 2, 3, 6): 6.626354980132452, (1, 2, 4, 5): 7.431439622268988, (1, 2, 4, 6): 7.377603125902723, (1, 2, 5, 6): 7.486571391289954, (1, 3, 4, 5): 7.382750676197711, (1, 3, 4, 6): 7.159750392579846, (1, 3, 5, 6): 7.403249428728807, (1, 4, 5, 6): 7.614444181783361, (2, 3, 4, 5): 7.3670451147729406, (2, 3, 4, 6): 7.336918244985047, (2, 3, 5, 6): 7.44350257876366, (2, 4, 5, 6): 7.578871208310378, (3, 4, 5, 6): 7.566646005823004, (1, 2, 3, 4, 5): 7.630392796460611, (1, 2, 3, 4, 6): 7.529237309750797, (1, 2, 3, 5, 6): 7.6383013201712675, (1, 2, 4, 5, 6): 7.832264781184217, (1, 3, 4, 5, 6): 7.769532087403685, (2, 3, 4, 5, 6): 7.786079709100944, (1, 2, 3, 4, 5, 6): 7.9481323445030725}","{(1,): 3.8732587769147475, (2,): 3.407567927698431, (3,): 3.832506263871269, (4,): 2.943509024701626, (5,): 3.6528801391769, (6,): 3.602485544263889, (1, 2): 2.021237439713097, (1, 3): 3.205306539809989, (1, 4): 0.7816924954022273, (1, 5): 1.3107944069257895, (1, 6): 2.1736337183097447, (2, 3): 2.050901682170837, (2, 4): 0.8029866153603811, (2, 5): 1.0345833032252223, (2, 6): 1.4176794568607605, (3, 4): 0.7736015757077954, (3, 5): 1.3739527084011272, (3, 6): 2.180891044826639, (4, 5): 0.764537491871935, (4, 6): 0.7083760044844194, (5, 6): 1.0855521198688054, (1, 2, 3): 1.981935876165883, (1, 2, 4): 0.07558864206705529, (1, 2, 5): 0.14398528035676073, (1, 2, 6): 1.125753370495441, (1, 3, 4): 0.653981258440143, (1, 3, 5): 1.1637032231679258, (1, 3, 6): 1.877154411915349, (1, 4, 5): -0.5016242505640287, (1, 4, 6): 0.19121819543844687, (1, 5, 6): 0.6541760213715735, (2, 3, 4): 0.16229152638128852, (2, 3, 5): 0.24062018928742468, (2, 3, 6): 1.134882436986616, (2, 4, 5): -0.4141878768076719, (2, 4, 6): 0.01901305604051462, (2, 5, 6): 0.05987721056263595, (3, 4, 5): -0.4799929779434553, (3, 4, 6): 0.2072907128548369, (3, 5, 6): 0.7176432407612152, (4, 5, 6): -0.8158227001924834, (1, 2, 3, 4): 0.2257453668570193, (1, 2, 3, 5): 0.23409419793221264, (1, 2, 3, 6): 1.1595397464881056, (1, 2, 4, 5): -0.9662937112238223, (1, 2, 4, 6): -0.04481431841320305, (1, 2, 5, 6): -0.0100675653529958, (1, 3, 4, 5): -0.45441443655144376, (1, 3, 4, 6): 0.19815241727964672, (1, 3, 5, 6): 0.6404276545719663, (1, 4, 5, 6): -0.8389496675356094, (2, 3, 4, 5): -0.8224142751444274, (2, 3, 4, 6): 0.038191868402590146, (2, 3, 5, 6): 0.06140005849133168, (2, 4, 5, 6): -0.9372638745380613, (3, 4, 5, 6): -0.7930577034899304, (1, 2, 3, 4, 5): -0.7693188259957457, (1, 2, 3, 4, 6): 0.13392193877530723, (1, 2, 3, 5, 6): 0.10979791941783645, (1, 2, 4, 5, 6): -0.8817296653809281, (1, 3, 4, 5, 6): -0.6923384268911734, (2, 3, 4, 5, 6): -0.7445659320426667, (1, 2, 3, 4, 5, 6): -0.6586731739202305}","{(1,): 0.0, (2,): 0.0, (3,): 0.0, (4,): 0.0, (5,): 0.0, (6,): 0.0, (1, 2): 2.021237439713097, (1, 3): 3.205306539809989, (1, 4): 0.7816924954022273, (1, 5): 1.3107944069257895, (1, 6): 2.1736337183097447, (2, 3): 2.050901682170837, (2, 4): 0.8029866153603811, (2, 5): 1.0345833032252223, (2, 6): 1.4176794568607605, (3, 4): 0.7736015757077954, (3, 5): 1.3739527084011272, (3, 6): 2.180891044826639, (4, 5): 0.764537491871935, (4, 6): 0.7083760044844194, (5, 6): 1.0855521198688054, (1, 2, 3): 5.295509785528041, (1, 2, 4): 3.5303279084086494, (1, 2, 5): 4.222629869507348, (1, 2, 6): 4.486797244388163, (1, 3, 4): 4.106619352479869, (1, 3, 5): 4.726350431968981, (1, 3, 6): 5.682676891031024, (1, 4, 5): 3.3586486447639796, (1, 4, 6): 3.4724840227579445, (1, 5, 6): 3.9158042237327644, (2, 3, 4): 3.4651983468577265, (2, 3, 5): 4.218817504509762, (2, 3, 6): 4.514589746871621, (2, 4, 5): 3.016295287265212, (2, 4, 6): 2.9100290206650454, (2, 5, 6): 3.477937669392152, (3, 4, 5): 3.392084753924311, (3, 4, 6): 3.455577912164017, (3, 5, 6): 3.9227526323353574, (4, 5, 6): 3.3742883164176423, (1, 2, 3, 4): 6.987674411966976, (1, 2, 3, 5): 7.700625709200286, (1, 2, 3, 6): 8.089463532615884, (1, 2, 4, 5): 6.445776246222717, (1, 2, 4, 6): 6.44921814767597, (1, 2, 5, 6): 7.0496209967640135, (1, 3, 4, 5): 6.919403528466832, (1, 3, 4, 6): 7.092009217171685, (1, 3, 5, 6): 7.557881295497999, (1, 4, 5, 6): 6.457689303273801, (2, 3, 4, 5): 6.469418240675285, (2, 3, 4, 6): 6.449150515550168, (2, 3, 5, 6): 7.0519372962468285, (2, 4, 5, 6): 6.027571427530468, (3, 4, 5, 6): 6.4647349661906786, (1, 2, 3, 4, 5): 10.079329335902361, (1, 2, 3, 4, 6): 10.130090227699164, (1, 2, 3, 5, 6): 10.730397331753968, (1, 2, 4, 5, 6): 9.647436631571374, (1, 3, 4, 5, 6): 10.135107661524746, (2, 3, 4, 5, 6): 9.652869190611172, (1, 2, 3, 4, 5, 6): 13.36407533212379}"
ic_1_k_0_V_10_noise_100.npy,"{(1,): 3.8969438978238693, (2,): 3.1314709999675077, (3,): 3.77753545827008, (4,): 2.4891291779187092, (5,): 3.518652505724266, (6,): 3.464565220492019, (1, 2): 5.356824273907978, (1, 3): 4.589020617758502, (1, 4): 5.788986991589352, (1, 5): 5.988598901212678, (1, 6): 5.495899594025768, (2, 3): 5.4915557492566105, (2, 4): 5.154338971142414, (2, 5): 5.794646621624352, (2, 6): 5.687274018554881, (3, 4): 5.764393052907836, (3, 5): 5.9528246667355305, (3, 6): 5.3323213600404635, (4, 5): 5.513315367641834, (4, 6): 5.446341839562291, (5, 6): 6.043067403687566, (1, 2, 3): 5.994898650520974, (1, 2, 4): 6.6510708120177835, (1, 2, 5): 6.64546289734898, (1, 2, 6): 6.70517174920031, (1, 3, 4): 6.3954044618143895, (1, 3, 5): 6.516790182763069, (1, 3, 6): 5.897056997773548, (1, 4, 5): 6.879877545968139, (1, 4, 6): 6.977513992448763, (1, 5, 6): 7.19391109472068, (2, 3, 4): 6.732975839790578, (2, 3, 5): 6.727806953470381, (2, 3, 6): 6.704355308108086, (2, 4, 5): 6.951701589119001, (2, 4, 6): 7.106319426626137, (2, 5, 6): 7.285841077552464, (3, 4, 5): 6.860781829731534, (3, 4, 6): 6.830960927026278, (3, 5, 6): 7.0737034275701, (4, 5, 6): 7.062234693746135, (1, 2, 3, 4): 7.085276083271535, (1, 2, 3, 5): 7.043892742681934, (1, 2, 3, 6): 6.993578927065669, (1, 2, 4, 5): 7.373283478168426, (1, 2, 4, 6): 7.561488763143435, (1, 2, 5, 6): 7.627941400786609, (1, 3, 4, 5): 7.277173316407171, (1, 3, 4, 6): 7.231619699435989, (1, 3, 5, 6): 7.4314998261657275, (1, 4, 5, 6): 7.724671533756556, (2, 3, 4, 5): 7.427746236593193, (2, 3, 4, 6): 7.549210325725713, (2, 3, 5, 6): 7.635356725735234, (2, 4, 5, 6): 7.880205045747426, (3, 4, 5, 6): 7.643695775864315, (1, 2, 3, 4, 5): 7.639098197624684, (1, 2, 3, 4, 6): 7.737691375357993, (1, 2, 3, 5, 6): 7.816115123095106, (1, 2, 4, 5, 6): 8.04169205132878, (1, 3, 4, 5, 6): 7.894194309083303, (2, 3, 4, 5, 6): 8.058122470394842, (1, 2, 3, 4, 5, 6): 8.174362064280933}","{(1,): 3.8969438978238693, (2,): 3.1314709999675077, (3,): 3.77753545827008, (4,): 2.4891291779187092, (5,): 3.518652505724266, (6,): 3.464565220492019, (1, 2): 1.6715906238833993, (1, 3): 3.085458738335447, (1, 4): 0.5970860841532257, (1, 5): 1.4269975023354569, (1, 6): 1.8656095242901207, (2, 3): 1.4174507089809776, (2, 4): 0.46626120674380367, (2, 5): 0.8554768840674214, (2, 6): 0.9087622019046462, (3, 4): 0.5022715832809528, (3, 5): 1.343363297258815, (3, 6): 1.909779318721636, (4, 5): 0.4944663160011409, (4, 6): 0.5073525588484378, (5, 6): 0.9401503225287193, (1, 2, 3): 1.363448365659341, (1, 2, 4): -0.13153534891187402, (1, 2, 5): 0.05246050411961445, (1, 2, 6): 0.6581539809950803, (1, 3, 4): 0.41661233357135696, (1, 3, 5): 1.1794778588745727, (1, 3, 6): 1.6188600025347837, (1, 4, 5): -0.5062981330088823, (1, 4, 6): 0.09692386350594973, (1, 5, 6): 0.5465068198348222, (2, 3, 4): -0.27917629735998517, (2, 3, 5): -0.08356112018425854, (2, 3, 6): 0.5667758589857392, (2, 4, 5): -0.37134668767911627, (2, 4, 6): -0.09647000425521135, (2, 5, 6): -0.12445824013054185, (3, 4, 5): -0.5844341156406117, (3, 4, 6): 0.019134531196495885, (3, 5, 6): 0.5062431815929056, (4, 5, 6): -0.46814301301056105, (1, 2, 3, 4): -0.1609664417103378, (1, 2, 3, 5): -0.007802027288459357, (1, 2, 3, 6): 0.6255237415465231, (1, 2, 4, 5): -0.8056851793987798, (1, 2, 4, 6): -0.06896917543101821, (1, 2, 5, 6): -0.15223277096973575, (1, 3, 4, 5): -0.5391978542388491, (1, 3, 4, 6): 0.08052697824745536, (1, 3, 5, 6): 0.5059264155113947, (1, 4, 5, 6): -0.5180535026334656, (2, 3, 4, 5): -0.9087663119097149, (2, 3, 4, 6): -0.18812295899081288, (2, 3, 5, 6): -0.2531155944797314, (2, 4, 5, 6): -0.5092745768145255, (3, 4, 5, 6): -0.6183962259607148, (1, 2, 3, 4, 5): -0.7922760710253867, (1, 2, 3, 4, 6): -0.035065972231403286, (1, 2, 3, 5, 6): -0.11402128483806173, (1, 2, 4, 5, 6): -0.4353254725480227, (1, 3, 4, 5, 6): -0.4941742239167093, (2, 3, 4, 5, 6): -0.5401362553115412, (1, 2, 3, 4, 5, 6): -0.40136113007944996}","{(1,): 0.0, (2,): 0.0, (3,): 0.0, (4,): 0.0, (5,): 0.0, (6,): 0.0, (1, 2): 1.6715906238833993, (1, 3): 3.085458738335447, (1, 4): 0.5970860841532257, (1, 5): 1.4269975023354569, (1, 6): 1.8656095242901207, (2, 3): 1.4174507089809776, (2, 4): 0.46626120674380367, (2, 5): 0.8554768840674214, (2, 6): 0.9087622019046462, (3, 4): 0.5022715832809528, (3, 5): 1.343363297258815, (3, 6): 1.909779318721636, (4, 5): 0.4944663160011409, (4, 6): 0.5073525588484378, (5, 6): 0.9401503225287193, (1, 2, 3): 4.811051705540483, (1, 2, 4): 2.8664732636923027, (1, 2, 5): 3.901604506166662, (1, 2, 6): 3.787808369083087, (1, 3, 4): 3.7682040721982686, (1, 3, 5): 4.676341679055147, (1, 3, 6): 5.24198757881242, (1, 4, 5): 3.0248480354987066, (1, 4, 6): 2.8731243037858345, (1, 5, 6): 3.686250529319474, (2, 3, 4): 2.665159796365719, (2, 3, 5): 3.6998520104914725, (2, 3, 6): 3.6692163706215215, (2, 4, 5): 2.187551094491482, (2, 4, 6): 1.9788459717520999, (2, 5, 6): 2.8288476486313296, (3, 4, 5): 2.9245353121815203, (3, 4, 6): 2.9002689296545308, (3, 5, 6): 3.687049756916265, (4, 5, 6): 2.410112210388859, (1, 2, 3, 4): 6.209803450708631, (1, 2, 3, 5): 7.280710119103788, (1, 2, 3, 6): 7.276936649487808, (1, 2, 4, 5): 5.662913103265925, (1, 2, 4, 6): 5.4206205330586705, (1, 2, 5, 6): 6.383691223221053, (1, 3, 4, 5): 6.405087723329754, (1, 3, 4, 6): 6.396554055068688, (1, 3, 5, 6): 7.2261972561445065, (1, 4, 5, 6): 5.644619268202307, (2, 3, 4, 5): 5.48904190528737, (2, 3, 4, 6): 5.313490530922604, (2, 3, 5, 6): 6.256867458718639, (2, 4, 5, 6): 4.723612858355076, (3, 4, 5, 6): 5.606186586540759, (1, 2, 3, 4, 5): 9.17463384207975, (1, 2, 3, 4, 6): 9.02195337911419, (1, 2, 3, 5, 6): 9.973052959182635, (1, 2, 4, 5, 6): 8.459069750597592, (1, 3, 4, 5, 6): 9.252631951145641, (2, 3, 4, 5, 6): 8.32323089197774, (1, 2, 3, 4, 5, 6): 12.10393519591552}"
