R_sum,S_sum,TSE_value,R_std,S_std,Run
0.19831666397980444,0.18047630754199592,1.7396996487923908,0.42052821388877176,0.5965347301427641,1
0.1730638795644157,0.164855517279648,1.8636209283237837,0.40523223995907715,0.5835534790005186,1
0.17162874274710965,0.16386107895086097,1.7903895992341177,0.4135982556591723,0.5780163258547757,1
0.15411359686616216,0.1403059886622737,1.7527158015512017,0.4058482020631614,0.550283655088087,1
0.14861615870258268,0.12945443263341644,1.779215519338816,0.4053199445944319,0.5359976760693761,1
0.14304712559125865,0.10898110445698052,1.7107382681346073,0.4042258641279551,0.5162262105458738,1
0.12369513709155391,0.0876950028972371,1.5568536544585194,0.3977153114857788,0.4908351722951596,1
0.10060532204549974,0.06613944473946647,1.4104509540059185,0.38870300451109047,0.4647305774808175,1
0.0792293241144747,0.05172437475161724,1.3588386176653158,0.37945865352267066,0.4465725017176917,1
0.053041969002535196,0.03365380290301379,1.2601760901378087,0.36727720729061514,0.42521522989246974,1
0.04428788304208564,0.02369501060287871,1.1410766002754809,0.3611699636771782,0.4138652009743375,1
0.029125639525748623,0.010980888455314003,1.061420049786036,0.3525292545948053,0.39993667398083305,1
0.017621438904152728,0.0,0.9740486461442492,0.3509640368966924,0.38895638631834145,1
0.0,0.0026324225208582794,0.9543974708691705,0.3450713704906332,0.3910942927205312,1
0.023662652575153025,0.025217788721152223,0.9082301442766219,0.35745228758690367,0.42021612832070065,1
0.014323158451407657,0.019954008693334444,0.9881699639807557,0.3488956644676385,0.41927184650185106,1
0.023254773466859623,0.038263780830071974,0.980198668473471,0.35527082172740465,0.45511598677316334,1
0.05534646961522007,0.08019432225483139,1.383769511212533,0.37349586856991757,0.5208782658046105,1
0.10753800735634013,0.15107697483463425,2.331716913093308,0.4045592102386611,0.6063043877059532,1
0.11396505110464954,0.16949316357497798,2.6458988379029287,0.4180363322154179,0.6358810696772395,1
0.1820697782615445,0.24592321786983615,3.2477849750825354,0.487425733640725,0.7416838493989469,1
0.2485467788677692,0.32014959327731735,3.93857442305349,0.5470826399411306,0.8369194614792791,1
0.35803383595081384,0.4479546147929957,4.773727811583491,0.6309716750282808,0.9910153253398013,1
0.41345124334811284,0.5104135901544115,5.4018530362175765,0.6800279503758532,1.069870243684366,1
0.4726943516764654,0.5523348584633976,5.518606970910474,0.7084807917645206,1.1059682473584993,1
0.43764777109157216,0.5772347755923537,5.830018752877099,0.7189955941290449,1.1459811515919915,1
0.47562659517053457,0.6261257479882926,6.173179818816994,0.7576002767233317,1.2121247582018042,1
0.5115533746447057,0.7019782833639562,6.985611856472568,0.8043938329962388,1.3064795519416552,1
0.5626894669415029,0.776291994531789,7.273252830300892,0.8306059476412959,1.382564035398326,1
0.6183238961038542,0.8160120349516582,7.389506525834328,0.843224801257402,1.4219957374025995,1
0.6768008148545666,0.8597805688316738,7.561792057965642,0.8899465064318236,1.4613634188948323,1
0.682792488735823,0.8511199839283516,7.571011105183658,0.8981107309664437,1.4540010911087433,1
0.6782156548111271,0.8512304695705788,7.563207846931185,0.903440725950767,1.4547617968002715,1
0.674653560890024,0.8432895433184089,7.605134345203133,0.9153499298029851,1.4462368826135379,1
0.6804814398050973,0.8466962104159993,7.679121323807255,0.9308993550663001,1.4463569317610405,1
0.6831881302333117,0.8394576339990695,7.670266941049487,0.93954245719079,1.4396140755677136,1
0.691711531540412,0.8420252356547449,7.767611684215254,0.956003186170866,1.44468412299059,1
0.6899495100619725,0.8498844906903037,7.734934895481548,0.9606812960715096,1.4492230748302959,1
0.7208758695462231,0.8689172365453027,7.819407417237825,0.9698779446982547,1.4666161933247845,1
0.7187549415821282,0.8694517708322075,7.818446478927413,0.9746272664534441,1.4662971836925132,1
0.7235604740906872,0.860878201299203,7.861768971841043,0.9871526880299658,1.4568735396536072,1
0.7330403137239541,0.8658814938061762,7.855972304461158,0.9953463643936659,1.4592252361185007,1
0.713420593598738,0.8596304249229602,7.80028789292615,0.9945891771894286,1.4531731269719343,1
0.7133438975503901,0.8533086308911968,7.987037136285917,1.0160935917020066,1.4470337017391177,1
0.7068158288885962,0.8617635629483292,7.987123267459527,1.0187411749903816,1.456819871277608,1
0.7013099833260661,0.8630782234531184,7.943574986283741,1.0219250553084274,1.4573348995657973,1
0.722910212897654,0.8681080964217291,8.014038304082511,1.0316262134396277,1.4600667991646445,1
0.729717562627875,0.8605922331297782,8.031489159574322,1.0355513476362164,1.4500125447102952,1
0.7404950520462612,0.8619817328781213,8.032049663911975,1.0386823366961142,1.450459137230798,1
0.748973144143922,0.8730231347073272,8.051501701736315,1.0445952119349144,1.4603083651319009,1
0.756040323156364,0.8768615913211778,8.072198305777146,1.0509275163913914,1.4613582399851548,1
0.7758875608119783,0.8794782392971345,8.070042192935826,1.0564634205934673,1.4636972289420043,1
0.797968175634454,0.8791464976817785,8.055243917689225,1.0674585394978786,1.4613787460589487,1
0.8163225662407636,0.885496046132174,8.033833326115008,1.0746326168972395,1.4637137770787012,1
0.8189206688453744,0.8796955275550765,8.070106640665347,1.082126880555806,1.4569957783503669,1
0.8168645381557869,0.8786078784803959,8.096443015949664,1.0796579113934268,1.454185104949768,1
0.8118429521473105,0.8727665940160894,8.045490676629436,1.0797879456808215,1.4480775742995111,1
0.821701796888558,0.8763324502620066,8.0144864119898,1.079567822452808,1.4487276387230847,1
0.8409697012710444,0.8750098319129228,7.996566409570208,1.0828464902761534,1.4486958978187137,1
0.8404099005638341,0.8703946329161945,8.05513000973491,1.0910568701657475,1.4445783870107372,1
0.8547999555165035,0.8787393161934272,8.052914827377085,1.0919533793245293,1.4531262329543004,1
0.8695127262105486,0.8942058691744514,8.048399560841645,1.0968703418267136,1.4722879736779595,1
0.897935546471051,0.898301621408353,8.020009665177776,1.0984804498916474,1.4776281003738352,1
0.892725677040214,0.8962722904305787,8.00284863087689,1.098614287809578,1.4777773168571162,1
0.8820545976778471,0.8906885436479867,7.984870624135799,1.0985320472858968,1.4722182103011618,1
0.8608238644251068,0.8794396065350457,7.989963439986779,1.0967043424793455,1.459687728827749,1
