R_sum,S_sum,TSE_value,Run
0.4693366976754175,0.5302411995722179,3.162471540456949,36
0.5067081066939267,0.49321421328570353,3.1733906412104225,36
0.5015407906290063,0.4426299055360213,3.099777950950944,36
0.5819374866182012,0.39087949402047995,3.1199456223023647,36
0.6070129093688343,0.352115293900891,3.0611517974684914,36
0.6288231808750568,0.3327080225405283,2.941257419559306,36
0.6784892738219698,0.28213079774198585,2.7762652298062416,36
0.7371463549703059,0.23438385740735385,2.575336461620488,36
0.747030431720113,0.22275550989144036,2.720511940342354,36
0.8007507921591251,0.17529890627580297,2.4806502186013386,36
0.8077788084860592,0.1649511698802203,2.533482627007873,36
0.8330978589723054,0.14894069328002082,2.4587254012669453,36
0.8480659907631387,0.13283575135022954,2.4899195261722538,36
0.8667919556542927,0.1099940214668307,2.3928800605361746,36
0.8986442042497053,0.06774326758084062,2.3470855993057125,36
0.9338512335017497,0.033893766775854026,2.2695767065799437,36
0.9671614124201711,0.01066960337851188,2.2471895424450237,36
0.9863431039326769,0.0008121687637112442,2.2684071122110536,36
0.9944994318108309,0.0,2.1708618829968254,36
1.0,0.0028692692637544404,2.1558296195042863,36
0.9931063961527771,0.02346748185565841,2.058031695601402,36
0.9329139361711968,0.0639086946244992,2.142003255845747,36
0.9253097291740752,0.13403254609219317,2.1609434245875563,36
0.8093540679126665,0.23105725207326777,2.6201172548548377,36
0.7280808117394078,0.29892343346152606,2.5891097793626052,36
0.5868079786225038,0.3763877629971834,2.932960327246817,36
0.4834180488454869,0.419080256892928,3.1471252910924914,36
0.4620610747181569,0.42834284707577036,3.150418979748321,36
0.38179911111686,0.4201115352196145,3.0598375969865033,36
0.3646687436901051,0.4021953656368419,3.058270818243084,36
0.34113250910752846,0.4394448611082059,3.158105763343444,36
0.305851481630933,0.5150529654597755,3.229718922477884,36
0.15131223701087687,0.6411127559141615,3.63132352290058,36
0.13211154387634216,0.6771666068881397,3.7402524569318136,36
0.12714435465286447,0.6735302988681081,3.746710266488699,36
0.16375215117174857,0.6664602589982249,3.767765718530564,36
0.1983335243098336,0.6779413261234322,3.7627572975588577,36
0.23360008996064988,0.6716943750040703,3.755795986012872,36
0.30105164934251627,0.6421974551284083,3.6524726903087084,36
0.3165338429151467,0.6346925548019915,3.7098849513404097,36
0.33757292580209425,0.622209954359809,3.590946784097952,36
0.4537319738294517,0.5585086793261348,3.396317423735896,36
0.49968858190539195,0.5462392875023829,3.225621519210101,36
0.5167190925481949,0.5173068052018588,3.3112666489720217,36
0.5218039567666563,0.5046085832460483,3.27673650242122,36
0.5290593844296732,0.48861223327981934,3.21936150280037,36
0.5273346855941529,0.49146745149011045,3.2376575889406443,36
0.5328742348992144,0.4890191089846557,3.2034070171610507,36
0.5378787640718055,0.48672382528225216,3.1945293545559044,36
0.5415337889944551,0.485521605484209,3.1974014846689993,36
0.5415323731859429,0.4854634317544035,3.203371917380567,36
0.525256657586454,0.5007350025312352,3.2258118570142824,36
0.5081541452754785,0.5157418472436621,3.2472002358771,36
0.4960780386628417,0.5341616144236732,3.2669364692542517,36
0.4707781322952564,0.5552818887054357,3.297081661868289,36
0.43116208127793976,0.5836857467229529,3.349852904231534,36
0.3830675591140833,0.6157106881069003,3.410149020375077,36
0.3376647038048748,0.648091719592728,3.4826972173935213,36
0.2904422859297986,0.6801093343930595,3.5330398748806706,36
0.2433372617757185,0.7092515939823488,3.5881726657683686,36
0.1954861284397559,0.7402775122290111,3.6524224302881616,36
0.1539787152070742,0.7656763682832464,3.7034176458774994,36
0.13283187988608045,0.7796924133500396,3.736773990247054,36
0.12841095414330767,0.7849855563338277,3.74616004520324,36
0.11186956509442672,0.8070512151802832,3.7933480244746223,36
0.07793724518997147,0.8365408552622424,3.8494519003431393,36
0.07394329659085697,0.8630235025548236,3.892251846419139,36
0.06468966633627482,0.9031491529397446,3.9839951705432797,36
0.03271740683130968,0.9363067919608679,4.088256520446018,36
0.02388377671407856,0.9600455761784301,4.119363762414759,36
0.031926604486447054,0.9407061254760852,4.076219606255081,36
0.008278176517911653,0.9567359958152278,4.033445876175014,36
0.0035908301779118005,0.9710177936132036,4.101163459210298,36
0.010055110328558613,0.9834324918560071,4.143352839408193,36
0.0013570039006067561,1.0,4.17278854461057,36
0.0,0.9935614007795952,4.185614916091615,36
0.011911260661884892,0.9811870438194974,4.191017141352937,36
0.034382230046559215,0.9596209513734955,4.141829852163773,36
0.0701573994531839,0.932307221210418,4.100439228663975,36
0.10898910324296804,0.9032339365416593,4.045110806596022,36
0.14506356955531483,0.8759867861666825,3.9966634500118197,36
0.2010785864155408,0.8495643592487295,3.998008765743037,36
0.2366433576010319,0.830455909525797,4.111925020974348,36
0.26683730246358245,0.798632328398358,4.057155015708882,36
0.30117332994668194,0.7644176384562006,4.007492778533383,36
0.33672173112079573,0.7291812612368125,3.943637987487161,36
0.3654831723716465,0.6956948769205225,3.855550671322544,36
0.38661075368037506,0.6663808287162903,3.783546189434862,36
0.40280853760543495,0.6490983198645139,3.747239826954035,36
0.418027121821905,0.6343679331366462,3.7248082267036278,36
0.42797365359127926,0.6254952921259496,3.7053205392038064,36
0.4315237921025498,0.620732033741359,3.7114515641481303,36
0.4260596675508599,0.6241999717631708,3.705918500772999,36
0.42122598338347766,0.6291425210908579,3.7052261152646313,36
0.42038146025275,0.629988030387743,3.7035792028799106,36
0.42038146025275,0.629988030387743,3.7035792028799106,36
0.41784568702248365,0.6320253019469472,3.7156868970186854,36
0.418356257194827,0.6312982440785152,3.7065699140749446,36
0.4214769960832522,0.6274772796741017,3.691052959966815,36
0.4255082899726214,0.6243061146956154,3.680485674645018,36
